-1.155333784027727,-1.2262061490028056,-0.9983787590910486,-1.0356377586704189,-1.1315446801044817
0.2198212259544799,0.22043043340016719,0.2163387829413585,0.21772011461567403,0.21084691179868312
-6.596231625431116,-5.722429597982982,-5.955664609289196,-6.415600563147877,-5.999601756401658
-6.641494587501455,-6.614342521159191,-6.748405615194327,-6.882839407634398,-6.813506265721033
-6.705083143984242,-6.575809291654531,-6.679573319394944,-6.6832247379876675,-6.626354943364609
-6.869079158662227,-6.803425771195493,-6.811566091783279,-6.972300994425178,-6.918254004068538
-6.993840534886773,-6.83402931987727,-6.8866603163188165,-6.8976390588467655,-6.901319755169902
-6.491031508527265,-6.41378421745773,-6.464554330092097,-6.627297381426875,-6.579526752338083
-6.646462334254168,-6.670626759341217,-6.728030989941277,-6.760494470828107,-6.686611108871463
-7.2473711102052345,-6.814003698353543,-6.826828481097381,-7.295340687124465,-6.930511347380299
-6.988155878104559,-6.681661793025133,-6.8154339195336835,-6.939013609852781,-6.741217234966281
-7.169823885993271,-6.874684703353412,-6.925956321048147,-7.260626665231409,-6.978819852848744
-6.20803905134004,-6.080277540995308,-6.2711291808417755,-6.28082759305135,-6.1965126669365835
-6.570164242201119,-6.373688854501052,-6.575917970784778,-6.865843656895011,-6.486890006110269
-6.867797628893135,-6.746030173699857,-6.871196913407251,-6.970309549045133,-6.639015165026096
-6.500426140973894,-6.317746497218726,-6.370451798922416,-6.659132815562742,-6.280834050870316
-6.14445769765937,-6.084273106323257,-6.2230894681262034,-6.3226010525072205,-6.182894353103134
-6.055414091781848,-5.982325803432574,-6.1451326390554435,-6.206602405862238,-6.011302403034645
-6.8431722472709575,-6.267198454313431,-6.658599904995647,-6.645330916807741,-6.4702341150348515
-6.057350316481244,-5.906566008494785,-6.240934762426503,-6.21127042772316,-6.09304083080143
-6.1168934820562715,-6.137013563371337,-6.400133250837521,-6.374077029596882,-6.187265190674652
-5.765259829116622,-5.766229193674804,-5.9891306754381475,-6.0149310497214445,-5.930711842986276
-5.992581575889831,-5.914936690212993,-6.149770841716719,-6.16860677556563,-6.034487948507899
-5.815374940226863,-5.7418769973941135,-6.15467712831456,-6.044132047929567,-5.9324189254291015
-5.63553832831957,-5.631226684004216,-5.917112640191299,-5.931325579766505,-5.793003935821864
-6.333482230191724,-6.194936754150603,-6.442928519795667,-6.389552155817763,-6.298780465266998
-5.9763123339527215,-5.78519276013679,-6.084476261962361,-6.127661680038849,-5.925354510991688
-5.801442611562317,-5.78034294964361,-6.086098105370668,-6.091570542803003,-6.081407038040779
-5.732327223538502,-5.627331994764563,-5.881430328314022,-5.904873573509666,-5.792717172878525
-5.712144619772213,-5.943135491366753,-6.150197739756238,-6.055234462175258,-5.877258166152741
-6.24607339232353,-6.198724098217294,-6.333525115710193,-6.607270909842846,-6.29883690322409
-6.130234400521098,-6.154601186599237,-6.483596560150271,-6.398574622190704,-6.410423374510356
-5.461169256493112,-5.463604668815444,-5.8100407033729065,-5.749731638990068,-5.613816074592634
-5.74935904465947,-5.837082746470042,-5.91936764122057,-5.983588890916534,-5.816467092630682
-5.821368022222939,-5.560575491160962,-6.012996231965752,-6.10725936355879,-5.8248436316866155
-5.879581380654623,-5.925900139297864,-6.012472368680114,-6.045265777953826,-6.083876760480811
-5.721582213979946,-5.614097734523391,-6.052146452914713,-6.08237779577422,-5.868953453876076
-6.105492545782989,-6.09587627185196,-6.285108812501977,-6.355644588665129,-6.111923918042054
-6.090914880890399,-6.284793488764472,-6.260675179859093,-6.402212248935634,-6.396121772737885
-5.983309246239261,-6.062635550399798,-6.327575296282063,-6.265676456234548,-6.06505862303175
-5.7764302181248155,-5.598520792944458,-6.007550985580766,-5.953744416984571,-5.673661697715067
-5.735471875191787,-5.709436545127501,-6.193702736781851,-6.046318405994528,-5.8492539882987655
-5.6213264306941575,-5.563886325900384,-5.879150087977799,-5.801390189698143,-5.676548079438059
-5.5714323600640325,-5.536601915763903,-5.825025274449407,-5.987669545806474,-5.806435829676904
-5.30683554857039,-5.306508799056736,-5.717649050956955,-5.5667067297583515,-5.279545629833144
-5.183484815419972,-5.167884383344551,-5.439661502503437,-5.3580213692332395,-5.2059311934969195
-5.372565822439697,-5.326018552788974,-5.7154822969629935,-5.565886081933105,-5.35825885151752
-5.2050321631321586,-5.142934332973161,-5.521555564815074,-5.465157430157919,-5.27814300068419
-5.631730725859018,-5.419870628906197,-5.830291739214694,-5.794306702042228,-5.544841363581591
-5.454644479072053,-5.408135898472241,-5.714650137827466,-5.704254720966151,-5.478616120742168
-5.671910481093894,-5.450899298026266,-5.983293076775339,-6.538388692975078,-6.087056334758465
-5.571126280480101,-5.626892631758256,-5.795401844390363,-5.826146075615938,-5.531928948407511
-5.1374088090661365,-5.1649835669158515,-5.471639446977033,-5.4666498418010026,-5.231054406830271
-5.030477694654733,-4.985482993488078,-5.473347273022478,-5.361537729248575,-5.091521702435986
-5.191963121980936,-5.285929225246082,-5.471187296636378,-5.595277576991661,-5.3894732519870585
-5.326547268872604,-5.29380799101795,-5.5539443918078275,-5.608660924609506,-5.342693566816523
