caseid,wgt,month,year,trips,des_name,des_address,des_primary_city,des_secondary_city,des_state,des_county,des_zipcode,site_id_agg,lat_lon_des,lat_lon_des_agg,days,days_recreation,travel_others,travel_others_num,mode_chosen,car_rental,travel_mode,travel_mode_other
90410767,749.4818,7,2012,.25891214,"","","FORT LAUDERDALE","","FL","BROWARD","",64,"26.1236N,80.1435W","26.0088N,80.1250W",,,,,"",,,""
90410767,1498.964,3,2012,.12408317,"","","FORT LAUDERDALE","","FL","BROWARD","",64,"26.1236N,80.1435W","26.0088N,80.1250W",,,,,"",,,""
90410767,773.337,1,2012,.12408317,"","","FORT LAUDERDALE","","FL","BROWARD","",64,"26.1236N,80.1435W","26.0088N,80.1250W",,,,,"",,,""
90419256,11684.21,3,2012,1,"","","NAVARRE","","FL","","",25,"30.4015N,86.8647W","30.3815N,86.8403W",7,2,2,4,"Plane",1,2,"-1"
90422957,5360.538,3,2012,1,"","","MARCO ISLAND","","FL","COLLIER","",60,"25.9536N,81.7244W","25.9536N,81.7244W",6,5,2,3,"Plane",2,2,"-1"
90432974,7224.872,4,2012,1,"","","TAMPA","","FL","HILLSBOROUGH","",-1,"","",5,1,2,1,"Plane",2,2,"-1"
90439179,27633.86,6,2012,1,"","","GALVESTON","","TX","GALVESTON","",6,"29.2953N,94.8079W","29.2953N,94.8079W",4,4,2,6,"Car",-1,1,"-1"
90443710,4839.944,4,2012,1,"","","SAINT LUCIE","","FL","ST. LUCIE","",70,"27.4850N,80.3380W","27.4486N,80.3266W",10,3,2,1,"Car",-1,1,"-1"
90449703,629.1788,7,2012,1,"","","BILOXI","","MS","HARRISON","",16,"30.3943N,88.8963W","30.3943N,88.8963W",4,1,2,1,"Car",-1,1,"-1"
90449703,1258.358,5,2012,1,"","","PANAMA CITY BEACH","","FL","BAY","",31,"30.1916N,85.8324W","30.1916N,85.8324W",3,3,2,1,"Car",-1,1,"-1"
90451760,5811.903,4,2012,1,"","","SARASOTA","","FL","SARASOTA","",52,"27.3388N,82.5396W","27.2619N,82.5483W",14,7,2,4,"Plane",1,2,"-1"
90457780,1630.401,3,2012,1,"","","NEW PORT RICHEY","","FL","PASCO","",41,"28.2501N,82.7161W","28.3594N,82.7070W",21,7,2,1,"Car",-1,1,"-1"
90463633,5781.561,5,2012,1,"","","PENSACOLA","","FL","ESCAMBIA","",-1,"","",6,6,2,5,"Car",-1,1,"-1"
90466027,2881.419,3,2012,.22028168,"","","ESTERO","","FL","LEE","",57,"26.4312N,81.8108W","26.4486N,81.9427W",,,,,"",,,""
90466027,2266.487,2,2012,.20597767,"","","ESTERO","","FL","LEE","",57,"26.4312N,81.8108W","26.4486N,81.9427W",,,,,"",,,""
90466027,1491.147,1,2012,.22028168,"","","ESTERO","","FL","LEE","",57,"26.4312N,81.8108W","26.4486N,81.9427W",,,,,"",,,""
90466027,2881.419,5,2012,.19588879,"","","ESTERO","","FL","LEE","",57,"26.4312N,81.8108W","26.4486N,81.9427W",,,,,"",,,""
90466027,2881.419,4,2012,.15757018,"","","ESTERO","","FL","LEE","",57,"26.4312N,81.8108W","26.4486N,81.9427W",,,,,"",,,""
90467547,14687.84,4,2012,1,"","","VENICE","","FL","SARASOTA","",53,"27.0994N,82.4500W","27.1316N,82.4735W",30,9,2,2,"Car",-1,1,"-1"
90467547,7678.726,1,2012,1,"","","GULF SHORES","","AL","BALDWIN","",20,"30.2773N,87.6830W","30.2773N,87.6830W",30,25,2,2,"Car",-1,1,"-1"
90474572,18453.83,3,2012,1,"","","MIAMI","","FL","MIAMI-DADE","",63,"25.7289N,80.2374W","25.7930N,80.1349W",8,7,2,1,"Plane",1,2,"-1"
90487460,1547.064,1,2012,1,"","","FORT LAUDERDALE","","FL","BROWARD","",64,"26.1236N,80.1435W","26.0088N,80.1250W",14,3,2,3,"Plane",1,2,"-1"
90492905,5973.626,7,2012,1,"","","FAIRHOPE","","AL","BALDWIN","",19,"30.5363N,87.8862W","30.5363N,87.8862W",5,5,1,-1,"Plane",2,2,"-1"
90494365,930.3646,2,2012,1,"","","NEW ORLEANS","","LA","ORLEANS","",12,"29.9537N,90.0777W","29.9537N,90.0777W",14,2,2,1,"Plane",2,2,"-1"
90510984,3001.078,4,2012,1,"","","PANAMA CITY BEACH","","FL","BAY","",31,"30.1916N,85.8324W","30.1916N,85.8324W",7,4,2,2,"Car",-1,1,"-1"
90513136,10217.56,5,2012,1,"","","SOUTH PADRE ISLAND","","TX","CAMERON","",1,"26.1184N,97.1698W","26.1184N,97.1698W",3,2,2,1,"Car",-1,1,"-1"
90513622,5328.016,7,2012,1,"","","TREASURE ISLAND","","FL","PINELLAS","",46,"27.7705N,82.7684W","27.7247N,82.7437W",25,-8,2,7,"Car",-1,1,"-1"
90516977,3716.441,2,2012,1,"","","SOUTH PADRE ISLAND","","TX","CAMERON","",1,"26.1184N,97.1698W","26.1184N,97.1698W",2,2,2,4,"Car",-1,1,"-1"
90517031,1500.938,3,2012,1,"","","PANAMA CITY BEACH","","FL","BAY","",31,"30.1916N,85.8324W","30.1916N,85.8324W",8,3,2,3,"Car",-1,1,"-1"
90525988,5185.583,2,2012,1,"","","SANIBEL","","FL","LEE","",57,"26.4393N,82.0718W","26.4486N,81.9427W",5,5,2,5,"Plane",1,2,"-1"
90531372,16654.11,4,2012,1,"","","TREASURE ISLAND","","FL","PINELLAS","",46,"27.7705N,82.7684W","27.7247N,82.7437W",11,9,2,1,"Car",-1,1,"-1"
90537600,3826.65,8,2012,1,"","","FERNANDINA BEACH","","FL","NASSAU","",81,"30.6699N,81.4636W","30.6699N,81.4636W",2,1,2,1,"Car",-1,1,"-1"
90537600,3010.683,7,2012,1,"","","FERNANDINA BEACH","","FL","NASSAU","",81,"30.6699N,81.4636W","30.6699N,81.4636W",2,1,2,1,"Car",-1,1,"-1"
90537600,6021.365,6,2012,1,"","","FERNANDINA BEACH","","FL","NASSAU","",81,"30.6699N,81.4636W","30.6699N,81.4636W",2,2,2,1,"Car",-1,1,"-1"
90537600,3120.103,1,2012,.83716906,"","","FERNANDINA BEACH","","FL","NASSAU","",81,"30.6699N,81.4636W","30.6699N,81.4636W",,,,,"",,,""
90537600,6021.365,3,2012,.83716906,"","","FERNANDINA BEACH","","FL","NASSAU","",81,"30.6699N,81.4636W","30.6699N,81.4636W",,,,,"",,,""
90537600,4499.709,2,2012,.78280743,"","","FERNANDINA BEACH","","FL","NASSAU","",81,"30.6699N,81.4636W","30.6699N,81.4636W",,,,,"",,,""
90537600,6021.365,4,2012,.59883729,"","","FERNANDINA BEACH","","FL","NASSAU","",81,"30.6699N,81.4636W","30.6699N,81.4636W",,,,,"",,,""
90537600,6021.365,6,2012,1.199552,"","","FERNANDINA BEACH","","FL","NASSAU","",81,"30.6699N,81.4636W","30.6699N,81.4636W",,,,,"",,,""
90537600,6021.365,5,2012,.74446514,"","","FERNANDINA BEACH","","FL","NASSAU","",81,"30.6699N,81.4636W","30.6699N,81.4636W",,,,,"",,,""
90538689,4899.21,3,2012,1,"","","PENSACOLA","","FL","ESCAMBIA","",-1,"","",20,10,2,5,"Car",-1,1,"-1"
90540422,2926.66,4,2012,1,"","","DAYTONA BEACH","","FL","VOLUSIA","",75,"29.2035N,81.0394W","29.2035N,81.0394W",6,5,2,1,"Car",-1,1,"-1"
90547029,19218.52,4,2012,1,"","","FORT LAUDERDALE","","FL","BROWARD","",64,"26.1236N,80.1435W","26.0088N,80.1250W",8,5,2,5,"Car",-1,1,"-1"
90547065,12624.53,5,2012,1,"","","PANAMA CITY BEACH","","FL","BAY","",31,"30.1916N,85.8324W","30.1916N,85.8324W",9,7,2,1,"Car",-1,1,"-1"
90547962,9627.464,4,2012,1,"","","BILOXI","","MS","HARRISON","",16,"30.3943N,88.8963W","30.3943N,88.8963W",6,2,1,-1,"Plane",1,2,"-1"
90550926,521.7603,1,2012,1,"","","JACKSONVILLE BEACH","","FL","DUVAL","",79,"30.2887N,81.3917W","30.2887N,81.3917W",,,,,"",,,""
90567504,1196.963,4,2012,1,"","","NAPLES","","FL","COLLIER","",59,"26.1390N,81.7957W","26.1390N,81.7957W",7,7,2,1,"Plane",1,2,"-1"
90567504,921.6791,2,2012,1,"","","NAPLES","","FL","COLLIER","",59,"26.1390N,81.7957W","26.1390N,81.7957W",7,7,2,1,"Plane",1,2,"-1"
90575255,37306.19,3,2012,1,"","","FORT LAUDERDALE","","FL","BROWARD","",64,"26.1236N,80.1435W","26.0088N,80.1250W",11,10,1,-1,"Plane",2,2,"-1"
90577174,19148.26,5,2012,1,"","","SAINT PETERSBURG","","FL","PINELLAS","",-1,"","",6,5,1,-1,"Plane",2,2,"-1"
90578854,4145.468,7,2012,1,"","","BILOXI","","MS","HARRISON","",16,"30.3943N,88.8963W","30.3943N,88.8963W",2,1,2,1,"Car",-1,1,"-1"
90578854,5958.483,2,2012,1,"","","BILOXI","","MS","HARRISON","",16,"30.3943N,88.8963W","30.3943N,88.8963W",3,1,2,1,"Car",-1,1,"-1"
90590548,1173.019,2,2012,1,"","","ORANGE BEACH","","AL","BALDWIN","",21,"30.2950N,87.5748W","30.2950N,87.5748W",7,7,2,1,"Car",-1,1,"-1"
90599327,6642.425,3,2012,1,"","","CEDAR KEY","","FL","LEVY","",39,"29.1416N,83.0353W","29.1416N,83.0353W",14,3,2,2,"Car",-1,1,"-1"
90603484,17971.18,3,2012,1,"","","NAPLES","","FL","COLLIER","",59,"26.1390N,81.7957W","26.1390N,81.7957W",8,6,1,-1,"Plane",2,2,"-1"
90617735,13488.03,7,2012,1,"","","PENSACOLA","","FL","ESCAMBIA","",-1,"","",7,5,2,4,"Car",-1,1,"-1"
90617892,3963.99,5,2012,1,"","","TYBEE ISLAND","","GA","CHATHAM","",83,"32.0084N,80.8427W","31.8808N,81.1772W",6,3,2,3,"Car",-1,1,"-1"
90623147,3790.204,4,2012,1,"","","VENICE","","FL","SARASOTA","",53,"27.0994N,82.4500W","27.1316N,82.4735W",14,12,2,1,"Plane",1,2,"-1"
90630668,11626.63,3,2012,1,"","","SARASOTA","","FL","SARASOTA","",52,"27.3388N,82.5396W","27.2619N,82.5483W",10,2,1,-1,"Plane",2,2,"-1"
90633043,3147.693,2,2012,1,"","","PALM BEACH","","FL","PALM BEACH","",67,"26.7028N,80.0366W","26.7159N,80.0331W",15,3,2,1,"",2,91,"TRAIN"
90640845,1226.424,7,2012,1,"","","DESTIN","","FL","OKALOOSA","",27,"30.3929N,86.4957W","30.3929N,86.4957W",7,7,2,1,"Car",-1,1,"-1"
90640845,2452.848,5,2012,1,"","","DESTIN","","FL","OKALOOSA","",27,"30.3929N,86.4957W","30.3929N,86.4957W",7,5,2,1,"Car",-1,1,"-1"
90658130,4676.489,7,2012,1,"","","DESTIN","","FL","OKALOOSA","",27,"30.3929N,86.4957W","30.3929N,86.4957W",4,2,2,1,"Car",-1,1,"-1"
90672574,1054.354,7,2012,1,"","","FORT LAUDERDALE","","FL","BROWARD","",64,"26.1236N,80.1435W","26.0088N,80.1250W",7,7,2,1,"Plane",1,2,"-1"
90675904,1630.15,1,2012,1,"","","SAVANNAH","","GA","CHATHAM","",83,"32.0807N,81.0907W","31.8808N,81.1772W",4,2,2,1,"Car",-1,1,"-1"
90693878,11706.87,7,2012,1,"","","PENSACOLA","","FL","ESCAMBIA","",-1,"","",6,3,1,-1,"Plane",2,2,"-1"
90693878,23413.74,5,2012,1,"","","PENSACOLA","","FL","ESCAMBIA","",-1,"","",7,4,2,2,"Plane",2,2,"-1"
90693878,16040.54,2,2012,1,"","","PENSACOLA","","FL","ESCAMBIA","",-1,"","",4,1,1,-1,"Car",-1,1,"-1"
90695461,2900.496,3,2012,1,"","","SANIBEL","","FL","LEE","",57,"26.4393N,82.0718W","26.4486N,81.9427W",6,5,2,4,"Plane",1,2,"-1"
90699450,4468.095,5,2012,1,"","","MARCO ISLAND","","FL","COLLIER","",60,"25.9536N,81.7244W","25.9536N,81.7244W",8,7,1,-1,"Plane",1,2,"-1"
90703843,3772.17,2,2012,1,"","","SOUTH PADRE ISLAND","","TX","CAMERON","",1,"26.1184N,97.1698W","26.1184N,97.1698W",10,10,2,1,"Plane",2,2,"-1"
90706862,3536.521,5,2012,1,"","","ANNA MARIA","","FL","MANATEE","",51,"27.5266N,82.7363W","27.5039N,82.7145W",7,7,2,1,"Plane",1,2,"-1"
90706862,1817.583,1,2012,1,"","","ANNA MARIA","","FL","MANATEE","",51,"27.5266N,82.7363W","27.5039N,82.7145W",5,5,1,-1,"Plane",2,2,"-1"
90715079,2452.848,4,2012,1,"","","DAUPHIN ISLAND","","AL","MOBILE","",18,"30.2513N,88.0991W","30.2513N,88.0991W",21,15,2,1,"Car",-1,1,"-1"
90715387,3215.572,3,2012,1,"","","CLEARWATER","","FL","PINELLAS","",44,"27.9655N,82.7997W","28.0000N,82.8286W",9,4,2,3,"Car",-1,1,"-1"
90723113,12301.63,2,2012,1,"THAT PLACE IN FLORIDA","","-8","","FL","","",-1,"","",7,5,2,3,"Plane",1,2,"-1"
90739468,1829.668,2,2012,1,"","","TAMPA","","FL","HILLSBOROUGH","",-1,"","",6,6,2,1,"Plane",2,2,"-1"
90740820,19046.52,3,2012,1,"","","JENSEN BEACH","","FL","MARTIN","",69,"27.2619N,80.2329W","27.3546N,80.2472W",9,5,2,1,"Car",-1,1,"-1"
90748246,3286.268,6,2012,1,"","","GULF SHORES","","AL","BALDWIN","",20,"30.2773N,87.6830W","30.2773N,87.6830W",13,8,2,3,"Car",-1,1,"-1"
90766950,598.4816,7,2012,1,"","","PANAMA CITY","","FL","BAY","",32,"30.1598N,85.6603W","30.1598N,85.6603W",10,7,2,3,"Car",-1,1,"-1"
90770386,4870.907,4,2012,.08351904,"","","POMPANO BEACH","","FL","BROWARD","",65,"26.2314N,80.1252W","26.2212N,80.0897W",30,2,1,-1,"Plane",1,2,"-1"
90770386,4870.907,3,2012,.11675885,"","","POMPANO BEACH","","FL","BROWARD","",65,"26.2314N,80.1252W","26.2212N,80.0897W",30,2,1,-1,"Plane",1,2,"-1"
90770386,4870.907,5,2012,.10382956,"","","POMPANO BEACH","","FL","BROWARD","",65,"26.2314N,80.1252W","26.2212N,80.0897W",30,2,1,-1,"Plane",1,2,"-1"
90770386,4870.907,6,2012,.16729992,"","","POMPANO BEACH","","FL","BROWARD","",65,"26.2314N,80.1252W","26.2212N,80.0897W",30,2,1,-1,"Plane",1,2,"-1"
90770386,2435.453,7,2012,.24362922,"","","POMPANO BEACH","","FL","BROWARD","",65,"26.2314N,80.1252W","26.2212N,80.0897W",30,2,1,-1,"Plane",1,2,"-1"
90770386,2503.386,1,2012,.11675885,"","","POMPANO BEACH","","FL","BROWARD","",65,"26.2314N,80.1252W","26.2212N,80.0897W",30,2,1,-1,"Plane",1,2,"-1"
90770386,3781.35,2,2012,.10917711,"","","POMPANO BEACH","","FL","BROWARD","",65,"26.2314N,80.1252W","26.2212N,80.0897W",30,2,1,-1,"Plane",1,2,"-1"
90771002,9096.28,8,2012,1,"","","GULFPORT","","FL","PINELLAS","",46,"27.7463N,82.7051W","27.7247N,82.7437W",7,4,1,-1,"Plane",2,2,"-1"
90771002,14005.37,6,2012,1,"","","GULFPORT","","FL","PINELLAS","",46,"27.7463N,82.7051W","27.7247N,82.7437W",6,3,2,2,"Plane",1,2,"-1"
90771002,14005.37,5,2012,1,"","","BOCA GRANDE","FORT MYERS","FL","","",55,"26.7487N,82.2600W","26.8000N,82.2774W",3,2,2,1,"Plane",2,2,"-1"
90771002,10234.46,2,2012,.20597767,"","","TAMPA","","FL","HILLSBOROUGH","",-1,"","",,,,,"",,,""
90771002,14005.37,4,2012,.15757018,"","","TAMPA","","FL","HILLSBOROUGH","",-1,"","",,,,,"",,,""
90771002,7321.931,1,2012,.22028168,"","","TAMPA","","FL","HILLSBOROUGH","",-1,"","",,,,,"",,,""
90771002,14005.37,5,2012,.19588879,"","","TAMPA","","FL","HILLSBOROUGH","",-1,"","",,,,,"",,,""
90771002,14005.37,3,2012,.22028168,"","","TAMPA","","FL","HILLSBOROUGH","",-1,"","",,,,,"",,,""
90776221,1058.695,8,2012,1,"","","PENSACOLA","","FL","ESCAMBIA","",-1,"","",4,3,2,1,"Car",-1,1,"-1"
90779062,2790.522,7,2012,1,"","","FORT LAUDERDALE","","FL","BROWARD","",64,"26.1236N,80.1435W","26.0088N,80.1250W",6,6,2,2,"Car",-1,1,"-1"
90787441,18325.52,5,2012,1,"","","OCEAN SPRINGS","","MS","JACKSON","",16,"30.4162N,88.8081W","30.3943N,88.8963W",15,7,2,3,"Car",-1,1,"-1"
90793723,3247.938,4,2012,1,"","","JACKSONVILLE","","FL","DUVAL","",-1,"","",4,2,2,4,"Car",-1,1,"-1"
90793723,1626.416,1,2012,.54788859,"","","JACKSONVILLE","","FL","DUVAL","",-1,"","",,,,,"",,,""
90793723,3247.938,3,2012,.54788859,"","","JACKSONVILLE","","FL","DUVAL","",-1,"","",,,,,"",,,""
90793723,2298.738,2,2012,.51231141,"","","JACKSONVILLE","","FL","DUVAL","",-1,"","",,,,,"",,,""
90793723,3247.938,4,2012,.39191142,"","","JACKSONVILLE","","FL","DUVAL","",-1,"","",,,,,"",,,""
90796274,8992.844,2,2012,1,"","","CLEARWATER","","FL","PINELLAS","",44,"27.9655N,82.7997W","28.0000N,82.8286W",6,3,2,2,"Plane",2,2,"-1"
90814039,17609.94,5,2012,1,"","","KEY WEST","","FL","MONROE","",61,"24.5544N,81.8003W","24.6611N,81.4447W",5,3,2,1,"Plane",2,2,"-1"
90818998,5185.583,2,2012,1,"","","FLAGLER BEACH","","FL","FLAGLER","",77,"29.4810N,81.1275W","29.4810N,81.1275W",9,3,2,3,"Car",-1,1,"-1"
90819221,1599.392,7,2012,1,"","","PANAMA CITY BEACH","","FL","BAY","",31,"30.1916N,85.8324W","30.1916N,85.8324W",7,4,2,3,"Car",-1,1,"-1"
90833629,1599.392,7,2012,1,"","","MEXICO BEACH","","FL","BAY","",33,"29.9412N,85.4083W","29.9412N,85.4083W",7,6,2,4,"Car",-1,1,"-1"
90833946,7831.161,4,2012,1,"","","SAINT AUGUSTINE","","FL","ST. JOHNS","",78,"29.8921N,81.3142W","29.8545N,81.2797W",8,5,2,1,"Car",-1,1,"-1"
90838400,15547.19,5,2012,1,"","","FORT MYERS","","FL","LEE","",57,"26.6408N,81.8681W","26.4486N,81.9427W",7,4,2,1,"Plane",1,2,"-1"
90842733,11406.84,2,2012,1,"","","JENSEN BEACH","","FL","MARTIN","",69,"27.2619N,80.2329W","27.3546N,80.2472W",14,8,2,3,"Car",-1,1,"-1"
90846937,3010.683,7,2012,1,"SAINT SIMONS ISLAND","","SAINT SIMONS","","GA","GLYNN","",82,"31.1595N,81.3885W","31.1352N,81.4005W",4,3,2,1,"Car",-1,1,"-1"
90848128,4788.301,8,2012,1,"","","GULFPORT","","MS","HARRISON","",15,"30.3803N,89.0923W","30.3803N,89.0923W",4,2,2,1,"",1,91,"TRAIN AMTRAK"
90851342,21243.28,6,2012,1,"","","PENSACOLA","","FL","ESCAMBIA","",-1,"","",7,2,2,1,"Car",-1,1,"-1"
90869534,1003.029,4,2012,1,"","","PANAMA CITY BEACH","","FL","BAY","",31,"30.1916N,85.8324W","30.1916N,85.8324W",5,1,2,2,"Car",-1,1,"-1"
90870875,5606.811,7,2012,1,"","","SARASOTA","","FL","SARASOTA","",52,"27.3388N,82.5396W","27.2619N,82.5483W",9,7,1,-1,"Plane",1,2,"-1"
90873924,4689.224,7,2012,1,"","","CORPUS CHRISTI","","TX","NUECES","",2,"27.7964N,97.4035W","27.8628N,97.3391W",3,3,2,4,"Car",-1,1,"-1"
90873924,4689.224,7,2012,.25891214,"","","CORPUS CHRISTI","","TX","NUECES","",2,"27.7964N,97.4035W","27.8628N,97.3391W",,,,,"",,,""
90873924,7951.959,2,2012,.11602582,"","","CORPUS CHRISTI","","TX","NUECES","",2,"27.7964N,97.4035W","27.8628N,97.3391W",,,,,"",,,""
90873924,9378.448,5,2012,.11034282,"","","CORPUS CHRISTI","","TX","NUECES","",2,"27.7964N,97.4035W","27.8628N,97.3391W",,,,,"",,,""
90873924,9378.448,6,2012,.17779469,"","","CORPUS CHRISTI","","TX","NUECES","",2,"27.7964N,97.4035W","27.8628N,97.3391W",,,,,"",,,""
90873924,5004.065,1,2012,.12408317,"","","CORPUS CHRISTI","","TX","NUECES","",2,"27.7964N,97.4035W","27.8628N,97.3391W",,,,,"",,,""
90873924,9378.448,3,2012,.12408317,"","","CORPUS CHRISTI","","TX","NUECES","",2,"27.7964N,97.4035W","27.8628N,97.3391W",,,,,"",,,""
90873924,9378.448,4,2012,.08875821,"","","CORPUS CHRISTI","","TX","NUECES","",2,"27.7964N,97.4035W","27.8628N,97.3391W",,,,,"",,,""
90874426,9796.076,2,2012,1,"","","DEERFIELD BEACH","","FL","BROWARD","",65,"26.3200N,80.0997W","26.2212N,80.0897W",14,10,2,1,"Plane",1,2,"-1"
90874444,9270.402,5,2012,1,"","","CLEARWATER","","FL","PINELLAS","",44,"27.9655N,82.7997W","28.0000N,82.8286W",6,6,2,2,"Plane",1,2,"-1"
90877762,29875.16,6,2012,.14213103,"","","DESTIN","","FL","OKALOOSA","",27,"30.3929N,86.4957W","30.3929N,86.4957W",5,3,2,3,"Plane",1,2,"-1"
90877762,15354.24,1,2012,.09919345,"","","DESTIN","","FL","OKALOOSA","",27,"30.3929N,86.4957W","30.3929N,86.4957W",5,3,2,3,"Plane",1,2,"-1"
90877762,20226.36,8,2012,.20058901,"","","DESTIN","","FL","OKALOOSA","",27,"30.3929N,86.4957W","30.3929N,86.4957W",5,3,2,3,"Plane",1,2,"-1"
90877762,29875.16,5,2012,.08820926,"","","DESTIN","","FL","OKALOOSA","",27,"30.3929N,86.4957W","30.3929N,86.4957W",5,3,2,3,"Plane",1,2,"-1"
90877762,29875.16,3,2012,.09919345,"","","DESTIN","","FL","OKALOOSA","",27,"30.3929N,86.4957W","30.3929N,86.4957W",5,3,2,3,"Plane",1,2,"-1"
90877762,29875.16,4,2012,.07095429,"","","DESTIN","","FL","OKALOOSA","",27,"30.3929N,86.4957W","30.3929N,86.4957W",5,3,2,3,"Plane",1,2,"-1"
90877762,23192.49,2,2012,.09275231,"","","DESTIN","","FL","OKALOOSA","",27,"30.3929N,86.4957W","30.3929N,86.4957W",5,3,2,3,"Plane",1,2,"-1"
90877762,14937.58,7,2012,.20697721,"","","DESTIN","","FL","OKALOOSA","",27,"30.3929N,86.4957W","30.3929N,86.4957W",5,3,2,3,"Plane",1,2,"-1"
90889550,993.6652,3,2012,1,"","","BONITA SPRINGS","","FL","LEE","",58,"26.3306N,81.7989W","26.2543N,81.8238W",7,2,1,-1,"Plane",2,2,"-1"
90892297,5657.907,2,2012,1,"","","NAPLES","","FL","COLLIER","",59,"26.1390N,81.7957W","26.1390N,81.7957W",30,15,1,-1,"Plane",2,2,"-1"
90897210,24670.91,8,2012,1,"","","SAINT PETERSBURG","","FL","PINELLAS","",-1,"","",10,10,2,1,"Plane",1,2,"-1"
90897210,32815.71,3,2012,1,"","","SAINT PETERSBURG","","FL","PINELLAS","",-1,"","",10,10,2,1,"Plane",1,2,"-1"
90905384,1206.914,7,2012,1,"JEKYLL ISLAND","","","","GA","","",82,"31.0685N,81.4134W","31.1352N,81.4005W",5,4,2,1,"Car",-1,1,"-1"
90918665,8350.896,6,2012,1,"","","PANAMA CITY BEACH","","FL","BAY","",31,"30.1916N,85.8324W","30.1916N,85.8324W",5,5,2,3,"Car",-1,1,"-1"
90921683,3247.938,4,2012,1,"","","PANAMA CITY BEACH","","FL","BAY","",31,"30.1916N,85.8324W","30.1916N,85.8324W",5,3,1,-1,"Car",-1,1,"-1"
90928093,20740.39,1,2012,1,"","","KEY WEST","","FL","MONROE","",61,"24.5544N,81.8003W","24.6611N,81.4447W",5,3,2,1,"Plane",1,2,"-1"
90935608,9206.868,4,2012,1,"","","GALVESTON","","TX","GALVESTON","",6,"29.2953N,94.8079W","29.2953N,94.8079W",8,8,2,1,"Car",-1,1,"-1"
90937518,15232.47,3,2012,1,"","","HOLLYWOOD","","FL","BROWARD","",64,"26.0104N,80.1600W","26.0088N,80.1250W",5,5,2,1,"Plane",2,2,"-1"
90938104,12624.53,3,2012,1,"","","GALVESTON","","TX","GALVESTON","",6,"29.2953N,94.8079W","29.2953N,94.8079W",4,2,2,4,"Car",-1,1,"-1"
90941654,40433.4,7,2012,1,"","","DELRAY BEACH","","FL","PALM BEACH","",66,"26.4643N,80.0741W","26.4728N,80.0557W",10,5,2,1,"Car",-1,1,"-1"
90941962,7197.667,8,2012,1,"","","HUTCHINSON ISLAND SOUTH","","FL","","",69,"27.2864N,80.2204W","27.3546N,80.2472W",8,6,2,2,"Plane",1,2,"-1"
90947704,2137.443,1,2012,1,"","","KEY WEST","","FL","MONROE","",61,"24.5544N,81.8003W","24.6611N,81.4447W",7,5,2,1,"Plane",1,2,"-1"
90958951,13820.92,2,2012,1,"","","FORT LAUDERDALE","","FL","BROWARD","",64,"26.1236N,80.1435W","26.0088N,80.1250W",4,1,1,-1,"Plane",1,2,"-1"
90967113,17090.16,1,2012,1,"","","FORT MYERS SHORES","","FL","LEE","",57,"26.7047N,81.7459W","26.4486N,81.9427W",6,4,2,4,"Plane",2,2,"-1"
90975800,953.9753,2,2012,1,"","","SIESTA KEY","","FL","SARASOTA","",52,"27.2671N,82.5499W","27.2619N,82.5483W",17,10,2,1,"Car",-1,1,"-1"
90990371,5335.328,3,2012,1,"","","TAMPA","","FL","HILLSBOROUGH","",-1,"","",7,5,2,1,"Plane",2,2,"-1"
90997213,2783.871,5,2012,1,"","","ANNA MARIA","","FL","MANATEE","",51,"27.5266N,82.7363W","27.5039N,82.7145W",7,4,2,1,"Car",-1,1,"-1"
91038186,7761.784,2,2012,.09080085,"","","MARCO ISLAND","","FL","COLLIER","",60,"25.9536N,81.7244W","25.9536N,81.7244W",,,,,"",,,""
91038186,6316.968,8,2012,.21740822,"","","MARCO ISLAND","","FL","COLLIER","",60,"25.9536N,81.7244W","25.9536N,81.7244W",,,,,"",,,""
91038186,10687.33,4,2012,.06946144,"","","MARCO ISLAND","","FL","COLLIER","",60,"25.9536N,81.7244W","25.9536N,81.7244W",,,,,"",,,""
91038186,10687.33,5,2012,.08635338,"","","MARCO ISLAND","","FL","COLLIER","",60,"25.9536N,81.7244W","25.9536N,81.7244W",,,,,"",,,""
91038186,5343.667,7,2012,.20262251,"","","MARCO ISLAND","","FL","COLLIER","",60,"25.9536N,81.7244W","25.9536N,81.7244W",,,,,"",,,""
91038186,10687.33,3,2012,.09710646,"","","MARCO ISLAND","","FL","COLLIER","",60,"25.9536N,81.7244W","25.9536N,81.7244W",,,,,"",,,""
91038186,10687.33,6,2012,.13914066,"","","MARCO ISLAND","","FL","COLLIER","",60,"25.9536N,81.7244W","25.9536N,81.7244W",,,,,"",,,""
91038186,5381.12,1,2012,.09710646,"","","MARCO ISLAND","","FL","COLLIER","",60,"25.9536N,81.7244W","25.9536N,81.7244W",,,,,"",,,""
91041850,7002.683,7,2012,1,"","","SAINT PETERSBURG","","FL","PINELLAS","",-1,"","",7,4,2,1,"Plane",1,2,"-1"
91041850,14005.37,6,2012,1,"","","NEW SMYRNA BEACH","","FL","VOLUSIA","",74,"29.0269N,80.9228W","29.0269N,80.9228W",4,2,2,1,"Plane",1,2,"-1"
91054962,3001.078,3,2012,1,"","","FORT MYERS BEACH","","FL","LEE","",57,"26.4486N,81.9427W","26.4486N,81.9427W",4,3,2,1,"Car",-1,1,"-1"
91057280,3364.931,6,2012,1,"","","DAYTONA BEACH","","FL","VOLUSIA","",75,"29.2035N,81.0394W","29.2035N,81.0394W",15,8,2,1,"Car",-1,1,"-1"
