caseid,wgt,month,year,trips,des_name,des_address,des_primary_city,des_secondary_city,des_state,des_county,des_zipcode,site_id_agg,lat_lon_des,lat_lon_des_agg,days,days_recreation,travel_others,travel_others_num,mode_chosen,car_rental,travel_mode,travel_mode_other
86078973,1815.047,7,2012,1,"SAINT SIMONS ISLAND","","SAINT SIMONS","","GA","GLYNN","",82,"31.1595N,81.3885W","31.1352N,81.4005W",7,3,2,4,"Car",-1,1,"-1"
86140991,1078.996,10,2012,1,"","","KEY LARGO","","FL","MONROE","",62,"25.1662N,80.3785W","24.9602N,80.5678W",5,3,2,3,"Car",-1,1,"-1"
86154792,12964.24,7,2012,1,"","","SOUTH PADRE ISLAND","","TX","CAMERON","",1,"26.1184N,97.1698W","26.1184N,97.1698W",7,2,2,3,"Car",-1,1,"-1"
86164241,1092.664,10,2012,1,"","","COCOA BEACH","","FL","BREVARD","",73,"28.3175N,80.6100W","28.3175N,80.6100W",8,6,2,1,"Car",-1,1,"-1"
86213242,5491.468,10,2012,1,"","","PANAMA CITY BEACH","","FL","BAY","",31,"30.1916N,85.8324W","30.1916N,85.8324W",12,8,2,1,"Car",-1,1,"-1"
86213242,5491.468,9,2012,.33278872,"","","PANAMA CITY BEACH","","FL","BAY","",31,"30.1916N,85.8324W","30.1916N,85.8324W",,,,,"",,,""
86213242,2745.734,7,2012,.69846635,"","","PANAMA CITY BEACH","","FL","BAY","",31,"30.1916N,85.8324W","30.1916N,85.8324W",,,,,"",,,""
86213242,5491.468,10,2012,.21931031,"","","PANAMA CITY BEACH","","FL","BAY","",31,"30.1916N,85.8324W","30.1916N,85.8324W",,,,,"",,,""
86213242,3187.616,8,2012,.74943462,"","","PANAMA CITY BEACH","","FL","BAY","",31,"30.1916N,85.8324W","30.1916N,85.8324W",,,,,"",,,""
86214173,10822.76,10,2012,1,"","","SANIBEL","","FL","LEE","",57,"26.4393N,82.0718W","26.4486N,81.9427W",7,4,2,5,"Plane",1,2,"-1"
86237314,539.4978,7,2012,1,"","","DESTIN","","FL","OKALOOSA","",27,"30.3929N,86.4957W","30.3929N,86.4957W",7,7,2,1,"Car",-1,1,"-1"
86242514,40314.77,12,2012,1,"","","CAPE CORAL","","FL","LEE","",57,"26.6298N,81.9569W","26.4486N,81.9427W",7,7,2,2,"Car",-1,1,"-1"
86254834,1924.664,7,2012,1,"","","TAMPA","","FL","HILLSBOROUGH","",-1,"","",,,,,"",,,""
86298557,15261.11,2,2013,1,"","","CAPE CANAVERAL","","FL","BREVARD","",73,"28.3845N,80.6048W","28.3175N,80.6100W",10,2,2,8,"",2,91,"BUS"
86324858,5509.711,7,2012,1,"","","TYBEE ISLAND","","GA","CHATHAM","",83,"32.0084N,80.8427W","31.8808N,81.1772W",7,3,2,1,"Car",-1,1,"-1"
86331100,6715.26,9,2012,1,"","","DAYTONA BEACH","","FL","VOLUSIA","",75,"29.2035N,81.0394W","29.2035N,81.0394W",8,5,2,2,"Car",-1,1,"-1"
86331100,3357.63,7,2012,1,"","","DAYTONA BEACH","","FL","VOLUSIA","",75,"29.2035N,81.0394W","29.2035N,81.0394W",8,5,2,1,"Car",-1,1,"-1"
86332161,2044.307,8,2012,1,"","","GULF SHORES","","AL","BALDWIN","",20,"30.2773N,87.6830W","30.2773N,87.6830W",4,2,2,1,"Car",-1,1,"-1"
86355478,13443.21,1,2013,1,"","","FORT MYERS","","FL","LEE","",57,"26.6408N,81.8681W","26.4486N,81.9427W",5,3,2,1,"Plane",2,2,"-1"
86376512,3846.478,7,2012,1,"","","SAINT AUGUSTINE","","FL","ST. JOHNS","",78,"29.8921N,81.3142W","29.8545N,81.2797W",7,4,2,1,"Car",-1,1,"-1"
86393667,601.6073,7,2012,1,"","","TAMPA","","FL","HILLSBOROUGH","",-1,"","",6,3,2,2,"Car",-1,1,"-1"
86428635,17650.14,10,2012,1,"SAINT SIMONS ISLAND","","SAINT SIMONS","","GA","GLYNN","",82,"31.1595N,81.3885W","31.1352N,81.4005W",5,2,1,-1,"Plane",1,2,"-1"
86461052,7750.375,8,2012,1,"","","FORT WALTON BEACH","","FL","OKALOOSA","",26,"30.4042N,86.6146W","30.4042N,86.6146W",7,5,2,3,"Plane",2,2,"-1"
86465461,38835.66,11,2012,1,"","","ORMOND BEACH","","FL","VOLUSIA","",76,"29.2853N,81.0554W","29.3802N,81.0805W",10,7,2,1,"Car",-1,1,"-1"
86465461,19417.83,7,2012,1,"","","ORMOND BEACH","","FL","VOLUSIA","",76,"29.2853N,81.0554W","29.3802N,81.0805W",14,14,2,2,"Car",-1,1,"-1"
86471846,11939.52,10,2012,1,"","","FORT LAUDERDALE","","FL","BROWARD","",64,"26.1236N,80.1435W","26.0088N,80.1250W",4,2,1,-1,"Plane",2,2,"-1"
86487575,3911.297,9,2012,1,"","","MOBILE","","AL","MOBILE","",19,"30.6863N,88.0532W","30.5363N,87.8862W",7,7,2,1,"Plane",1,2,"-1"
86490874,7495.918,7,2012,.96479851,"","","PALM BEACH","","FL","PALM BEACH","",67,"26.7028N,80.0366W","26.7159N,80.0331W",,,,,"",,,""
86490874,8820.081,8,2012,1.0352015,"","","PALM BEACH","","FL","PALM BEACH","",67,"26.7028N,80.0366W","26.7159N,80.0331W",,,,,"",,,""
86507615,8407.625,11,2012,1,"","","NAPLES","","FL","COLLIER","",59,"26.1390N,81.7957W","26.1390N,81.7957W",12,3,2,1,"Car",-1,1,"-1"
86540489,8389.745,9,2012,1,"","","NAPLES","","FL","COLLIER","",59,"26.1390N,81.7957W","26.1390N,81.7957W",7,4,2,1,"Plane",1,2,"-1"
86545493,4924.927,10,2012,1,"","","GULFPORT","","MS","HARRISON","",15,"30.3803N,89.0923W","30.3803N,89.0923W",4,2,2,1,"Car",-1,1,"-1"
86564449,582.988,7,2012,1,"","","DESTIN","","FL","OKALOOSA","",27,"30.3929N,86.4957W","30.3929N,86.4957W",7,7,2,1,"Car",-1,1,"-1"
86566854,2128.952,8,2012,1,"","","INDIAN HARBOUR BEACH","","FL","BREVARD","",72,"28.1460N,80.5986W","28.0683N,80.5646W",9,6,2,1,"Car",-1,1,"-1"
86582706,1682.645,7,2012,1,"","","TYBEE ISLAND","","GA","CHATHAM","",83,"32.0084N,80.8427W","31.8808N,81.1772W",12,4,2,1,"Car",-1,1,"-1"
86585743,9490.322,2,2013,1,"","","NAPLES","","FL","COLLIER","",59,"26.1390N,81.7957W","26.1390N,81.7957W",9,7,2,1,"Plane",2,2,"-1"
86597670,1189.143,12,2012,1,"","","DESTIN","","FL","OKALOOSA","",27,"30.3929N,86.4957W","30.3929N,86.4957W",7,5,1,-1,"Car",-1,1,"-1"
86597670,594.5715,7,2012,1,"AMELIA ISLAND STATE PARK","","","","FL","","",81,"30.5209N,81.4402W","30.6699N,81.4636W",7,4,1,-1,"Car",-1,1,"-1"
86616076,1903.641,8,2012,1,"THAT PLACE IN MISSISSIPPI","","-8","","MS","","",-1,"","",5,4,2,4,"Car",-1,1,"-1"
86630438,690.7471,1,2013,1,"","","NEW SMYRNA BEACH","","FL","VOLUSIA","",74,"29.0269N,80.9228W","29.0269N,80.9228W",10,6,2,1,"Car",-1,1,"-1"
86643456,13800.89,10,2012,1,"","","COCOA BEACH","","FL","BREVARD","",73,"28.3175N,80.6100W","28.3175N,80.6100W",9,8,2,1,"Car",-1,1,"-1"
86643456,6900.443,7,2012,1,"","","DAYTONA BEACH","","FL","VOLUSIA","",75,"29.2035N,81.0394W","29.2035N,81.0394W",7,4,2,1,"Car",-1,1,"-1"
86658218,8861.641,8,2012,1,"","","TAMPA","","FL","HILLSBOROUGH","",-1,"","",5,2,2,1,"Car",-1,1,"-1"
86666277,3409.31,10,2012,1,"","","SARASOTA","","FL","SARASOTA","",52,"27.3388N,82.5396W","27.2619N,82.5483W",10,7,2,4,"Car",-1,1,"-1"
86685513,4060.696,11,2012,1,"","","ORANGE BEACH","","AL","BALDWIN","",21,"30.2950N,87.5748W","30.2950N,87.5748W",5,5,2,4,"Car",-1,1,"-1"
86685513,2030.348,7,2012,1,"","","ORANGE BEACH","","AL","BALDWIN","",21,"30.2950N,87.5748W","30.2950N,87.5748W",9,7,2,4,"Car",-1,1,"-1"
86701785,2396.15,8,2012,1,"","","KEY WEST","","FL","MONROE","",61,"24.5544N,81.8003W","24.6611N,81.4447W",6,5,2,-8,"Plane",2,2,"-1"
86714936,1351.933,7,2012,1,"","","GULF SHORES","","AL","BALDWIN","",20,"30.2773N,87.6830W","30.2773N,87.6830W",8,6,2,4,"Car",-1,1,"-1"
86722351,5416.331,10,2012,1,"","","GULF SHORES","","AL","BALDWIN","",20,"30.2773N,87.6830W","30.2773N,87.6830W",7,5,2,4,"Car",-1,1,"-1"
86756516,12912.83,8,2012,1,"","","DESTIN","","FL","OKALOOSA","",27,"30.3929N,86.4957W","30.3929N,86.4957W",9,7,2,6,"Car",-1,1,"-1"
86783651,18470.08,9,2012,1,"","","MIAMI","","FL","MIAMI-DADE","",63,"25.7289N,80.2374W","25.7930N,80.1349W",21,5,2,2,"Plane",1,2,"-1"
86785310,2931.878,12,2012,1,"","","LAUDERDALE-BY-THE-SEA","","FL","BROWARD","",65,"26.1909N,80.0965W","26.2212N,80.0897W",7,6,2,1,"Plane",1,2,"-1"
86804510,4009.899,12,2012,1,"","","JUPITER","","FL","PALM BEACH","",68,"26.9319N,80.1019W","27.0591N,80.1364W",10,9,2,1,"Car",-1,1,"-1"
86847834,23015.43,10,2012,1,"","","SANIBEL","","FL","LEE","",57,"26.4393N,82.0718W","26.4486N,81.9427W",9,9,2,1,"Plane",1,2,"-1"
86888145,2022.461,2,2013,1,"","","TAMPA","","FL","HILLSBOROUGH","",-1,"","",13,2,2,1,"Car",-1,1,"-1"
86918033,9600.453,1,2013,1,"","","SIESTA KEY","","FL","SARASOTA","",52,"27.2671N,82.5499W","27.2619N,82.5483W",10,3,1,-1,"",2,91,"TRAIN"
86918033,18344.65,10,2012,1,"","","SIESTA KEY","","FL","SARASOTA","",52,"27.2671N,82.5499W","27.2619N,82.5483W",14,6,1,-1,"",2,91,"TRAIN"
86944564,382.9788,7,2012,1,"","","SOUTH PADRE ISLAND","","TX","CAMERON","",1,"26.1184N,97.1698W","26.1184N,97.1698W",14,14,2,3,"Plane",1,2,"-1"
86968261,4278.942,12,2012,1,"","","MARCO ISLAND","","FL","COLLIER","",60,"25.9536N,81.7244W","25.9536N,81.7244W",4,4,2,3,"Plane",1,2,"-1"
86978251,4329.505,10,2012,1,"","","ORANGE BEACH","","AL","BALDWIN","",21,"30.2950N,87.5748W","30.2950N,87.5748W",9,7,2,2,"Car",-1,1,"-1"
86979351,1646.674,8,2012,1,"","","COCOA BEACH","","FL","BREVARD","",73,"28.3175N,80.6100W","28.3175N,80.6100W",7,5,2,1,"Plane",1,2,"-1"
86996312,5342.363,10,2012,1,"","","DAYTONA BEACH","","FL","VOLUSIA","",75,"29.2035N,81.0394W","29.2035N,81.0394W",5,3,1,-1,"Car",-1,1,"-1"
86997421,3198.845,12,2012,1,"","","NEW ORLEANS","","LA","ORLEANS","",12,"29.9537N,90.0777W","29.9537N,90.0777W",3,1,2,1,"Car",-1,1,"-1"
87051713,2088.296,8,2012,1,"","","CORPUS CHRISTI","","TX","NUECES","",2,"27.7964N,97.4035W","27.8628N,97.3391W",7,5,1,-1,"Car",-1,1,"-1"
87108363,6385.296,7,2012,1,"","","SOUTH PADRE ISLAND","","TX","CAMERON","",1,"26.1184N,97.1698W","26.1184N,97.1698W",7,5,2,3,"Car",-1,1,"-1"
87116274,37369.9,7,2012,1,"","","PORT SAINT LUCIE","","FL","ST. LUCIE","",69,"27.2741N,80.3633W","27.3546N,80.2472W",,,,,"",,,""
87146002,11847.52,12,2012,1,"","","SAINT AUGUSTINE","","FL","ST. JOHNS","",78,"29.8921N,81.3142W","29.8545N,81.2797W",6,2,2,1,"Plane",1,2,"-1"
87147746,5644.883,12,2012,1,"","","MARCO ISLAND","","FL","COLLIER","",60,"25.9536N,81.7244W","25.9536N,81.7244W",7,5,2,4,"Plane",2,2,"-1"
87161340,1093.935,9,2012,1,"","","DESTIN","","FL","OKALOOSA","",27,"30.3929N,86.4957W","30.3929N,86.4957W",7,5,2,4,"Car",-1,1,"-1"
87169926,9766.599,10,2012,1,"","","PALM BEACH","","FL","PALM BEACH","",67,"26.7028N,80.0366W","26.7159N,80.0331W",7,2,2,1,"Plane",2,2,"-1"
87188990,3426.44,10,2012,1,"","","COCOA BEACH","","FL","BREVARD","",73,"28.3175N,80.6100W","28.3175N,80.6100W",8,5,2,6,"Car",-1,1,"-1"
87196016,4325.937,10,2012,1,"","","ENGLEWOOD","","FL","SARASOTA","",54,"26.9504N,82.3531W","26.9055N,82.3502W",14,14,2,2,"Car",-1,1,"-1"
87196016,2162.969,7,2012,1,"","","ENGLEWOOD","","FL","SARASOTA","",54,"26.9504N,82.3531W","26.9055N,82.3502W",10,4,2,3,"Car",-1,1,"-1"
87214611,2846.697,9,2012,1,"","","PANAMA CITY","","FL","BAY","",32,"30.1598N,85.6603W","30.1598N,85.6603W",4,4,2,3,"Car",-1,1,"-1"
87251139,5389.252,10,2012,1,"","","PANAMA CITY","","FL","BAY","",32,"30.1598N,85.6603W","30.1598N,85.6603W",7,4,2,1,"Car",-1,1,"-1"
87264380,2827.963,9,2012,1,"","","WESLACO","","TX","","",1,"26.1592N,97.9906W","26.1184N,97.1698W",7,2,2,3,"Car",-1,1,"-1"
87292637,29019.88,1,2013,1,"","","MARCO ISLAND","","FL","COLLIER","",60,"25.9536N,81.7244W","25.9536N,81.7244W",6,4,2,1,"Car",-1,1,"-1"
87342804,3441.31,11,2012,1,"","","DAYTONA BEACH","","FL","VOLUSIA","",75,"29.2035N,81.0394W","29.2035N,81.0394W",5,4,2,2,"Car",-1,1,"-1"
87356708,2885.28,11,2012,1,"","","DAYTONA BEACH","","FL","VOLUSIA","",75,"29.2035N,81.0394W","29.2035N,81.0394W",6,3,1,-1,"Plane",1,2,"-1"
87367900,14278.65,7,2012,1,"","","GULF SHORES","","AL","BALDWIN","",20,"30.2773N,87.6830W","30.2773N,87.6830W",5,4,2,2,"Car",-1,1,"-1"
87373143,1351.933,7,2012,1,"","","DESTIN","","FL","OKALOOSA","",27,"30.3929N,86.4957W","30.3929N,86.4957W",7,7,2,2,"Car",-1,1,"-1"
87382510,2752.997,9,2012,1,"ANNA MARIA ISLAND","","","","FL","MANATEE","",51,"27.5039N,82.7145W","27.5039N,82.7145W",8,5,2,3,"Car",-1,1,"-1"
87384532,6337.454,7,2012,1,"","","PANAMA CITY BEACH","","FL","BAY","",31,"30.1916N,85.8324W","30.1916N,85.8324W",7,7,2,5,"Car",-1,1,"-1"
87397064,2897.59,9,2012,1,"","","BILOXI","GULFPORT","MS","","",16,"30.3943N,88.8963W","30.3943N,88.8963W",5,1,2,3,"Car",-1,1,"-1"
87412631,1972.08,8,2012,1,"","","PANAMA CITY","","FL","BAY","",32,"30.1598N,85.6603W","30.1598N,85.6603W",10,10,2,1,"Car",-1,1,"-1"
87425789,19581.04,10,2012,1,"","","KEY WEST","","FL","MONROE","",61,"24.5544N,81.8003W","24.6611N,81.4447W",5,3,2,1,"Plane",2,2,"-1"
87444043,2243.428,1,2013,1,"","","SAINT PETE BEACH","","FL","PINELLAS","",46,"27.7453N,82.7502W","27.7247N,82.7437W",5,3,2,1,"Car",-1,1,"-1"
87444043,4329.505,12,2012,1,"","","KEY WEST","","FL","MONROE","",61,"24.5544N,81.8003W","24.6611N,81.4447W",7,3,2,1,"Car",-1,1,"-1"
87444043,4329.505,11,2012,.07307851,"","","FORT WALTON BEACH","","FL","OKALOOSA","",26,"30.4042N,86.6146W","30.4042N,86.6146W",,,,,"",,,""
87444043,4329.505,10,2012,.20328344,"","","PANAMA CITY BEACH","","FL","BAY","",31,"30.1916N,85.8324W","30.1916N,85.8324W",,,,,"",,,""
87444043,4329.505,11,2012,.14615701,"","","PANAMA CITY BEACH","","FL","BAY","",31,"30.1916N,85.8324W","30.1916N,85.8324W",,,,,"",,,""
87444043,4329.505,9,2012,.30846901,"","","PANAMA CITY BEACH","","FL","BAY","",31,"30.1916N,85.8324W","30.1916N,85.8324W",,,,,"",,,""
87444043,2485.183,8,2012,.69466706,"","","PANAMA CITY BEACH","","FL","BAY","",31,"30.1916N,85.8324W","30.1916N,85.8324W",,,,,"",,,""
87444043,4329.505,10,2012,.10164172,"","","FORT WALTON BEACH","","FL","OKALOOSA","",26,"30.4042N,86.6146W","30.4042N,86.6146W",,,,,"",,,""
87444043,2485.183,8,2012,.34733353,"","","FORT WALTON BEACH","","FL","OKALOOSA","",26,"30.4042N,86.6146W","30.4042N,86.6146W",,,,,"",,,""
87444043,2164.752,7,2012,.64742347,"","","PANAMA CITY BEACH","","FL","BAY","",31,"30.1916N,85.8324W","30.1916N,85.8324W",,,,,"",,,""
87444043,2164.752,7,2012,.32371174,"","","FORT WALTON BEACH","","FL","OKALOOSA","",26,"30.4042N,86.6146W","30.4042N,86.6146W",,,,,"",,,""
87444043,4329.505,9,2012,.15423451,"","","FORT WALTON BEACH","","FL","OKALOOSA","",26,"30.4042N,86.6146W","30.4042N,86.6146W",,,,,"",,,""
87451117,2752.997,11,2012,1,"","","GULF SHORES","","AL","BALDWIN","",20,"30.2773N,87.6830W","30.2773N,87.6830W",10,6,2,1,"Car",-1,1,"-1"
87459449,5480.569,12,2012,1,"","","FORT MYERS BEACH","","FL","LEE","",57,"26.4486N,81.9427W","26.4486N,81.9427W",5,5,2,5,"Car",-1,1,"-1"
87472327,3406.017,10,2012,1,"","","SARASOTA","","FL","SARASOTA","",52,"27.3388N,82.5396W","27.2619N,82.5483W",8,7,2,1,"Plane",1,2,"-1"
87498596,19829.73,1,2013,1,"","","SOUTH BEACH","ORCHID ISLAND","FL","","",71,"27.5911N,80.3442W","27.6388N,80.3942W",5,5,2,1,"Plane",2,2,"-1"
87519286,16254.81,9,2012,1,"","","TAMPA","","FL","HILLSBOROUGH","",-1,"","",7,5,1,-1,"Plane",2,2,"-1"
87533433,2393.168,7,2012,1,"","","CAPE CANAVERAL","","FL","BREVARD","",73,"28.3845N,80.6048W","28.3175N,80.6100W",,,,,"",,,""
87548277,9692.144,10,2012,1,"","","FORT LAUDERDALE","","FL","BROWARD","",64,"26.1236N,80.1435W","26.0088N,80.1250W",12,4,2,5,"Plane",1,2,"-1"
87562769,3638.056,9,2012,1,"","","TAMPA","","FL","HILLSBOROUGH","",-1,"","",5,3,2,1,"Plane",1,2,"-1"
87565201,2719.708,7,2012,1,"","","MIAMI","","FL","MIAMI-DADE","",63,"25.7289N,80.2374W","25.7930N,80.1349W",10,5,2,1,"Plane",1,2,"-1"
87579123,4303.43,9,2012,1,"","","BRUNSWICK","","GA","GLYNN","",82,"31.1497N,81.4955W","31.1352N,81.4005W",15,13,2,3,"Car",-1,1,"-1"
87588684,8808.313,2,2013,1,"","","PORT ARANSAS","","TX","NUECES","",3,"27.8359N,97.0682W","28.0625N,97.0412W",3,1,2,1,"Car",-1,1,"-1"
87588684,8808.313,2,2013,1,"","","PORT ARANSAS","","TX","NUECES","",3,"27.8359N,97.0682W","28.0625N,97.0412W",3,2,2,4,"Car",-1,1,"-1"
87588684,4170.485,1,2013,1,"","","PORT ARANSAS","","TX","NUECES","",3,"27.8359N,97.0682W","28.0625N,97.0412W",3,2,2,5,"Car",-1,1,"-1"
87588684,8104.169,11,2012,.50506128,"","","PORT ARANSAS","","TX","NUECES","",3,"27.8359N,97.0682W","28.0625N,97.0412W",,,,,"",,,""
87588684,8104.169,10,2012,.70246779,"","","PORT ARANSAS","","TX","NUECES","",3,"27.8359N,97.0682W","28.0625N,97.0412W",,,,,"",,,""
87588684,8104.169,9,2012,1.0659478,"","","PORT ARANSAS","","TX","NUECES","",3,"27.8359N,97.0682W","28.0625N,97.0412W",,,,,"",,,""
87588684,8104.169,12,2012,.57943532,"","","PORT ARANSAS","","TX","NUECES","",3,"27.8359N,97.0682W","28.0625N,97.0412W",,,,,"",,,""
87588684,4170.485,1,2013,.50934961,"","","PORT ARANSAS","","TX","NUECES","",3,"27.8359N,97.0682W","28.0625N,97.0412W",,,,,"",,,""
87588684,4783.91,8,2012,2.4004967,"","","PORT ARANSAS","","TX","NUECES","",3,"27.8359N,97.0682W","28.0625N,97.0412W",,,,,"",,,""
87588684,4052.085,7,2012,2.2372414,"","","PORT ARANSAS","","TX","NUECES","",3,"27.8359N,97.0682W","28.0625N,97.0412W",,,,,"",,,""
87590780,1351.933,7,2012,1,"","","ANNA MARIA","","FL","MANATEE","",51,"27.5266N,82.7363W","27.5039N,82.7145W",7,6,2,3,"Plane",1,2,"-1"
87592346,7867.52,7,2012,1,"","","TYBEE ISLAND","","GA","CHATHAM","",83,"32.0084N,80.8427W","31.8808N,81.1772W",7,6,2,2,"Car",-1,1,"-1"
87600474,1086.083,9,2012,1,"","","PENSACOLA","","FL","ESCAMBIA","",-1,"","",5,3,2,1,"Plane",2,2,"-1"
87602375,4334.54,9,2012,1,"","","SAINT AUGUSTINE BEACH","","FL","ST. JOHNS","",78,"29.8545N,81.2797W","29.8545N,81.2797W",12,4,2,1,"Car",-1,1,"-1"
87610790,6403.556,7,2012,1,"GALVESTON ISLAND STATE PARK","14901 FARM TO MARKET 3005","GALVESTON","","TX","","77554",6,"29.1989N,94.9562W","29.2953N,94.8079W",5,3,2,3,"Car",-1,1,"-1"
87627314,4204.234,8,2012,1,"","","MIAMI","","FL","MIAMI-DADE","",63,"25.7289N,80.2374W","25.7930N,80.1349W",15,10,2,3,"Plane",1,2,"-1"
87637395,9420.275,8,2012,1,"","","MIAMI","","FL","MIAMI-DADE","",63,"25.7289N,80.2374W","25.7930N,80.1349W",21,7,2,1,"Car",-1,1,"-1"
87664739,1641.699,8,2012,1,"","","CLEARWATER","","FL","PINELLAS","",44,"27.9655N,82.7997W","28.0000N,82.8286W",12,8,2,3,"Car",-1,1,"-1"
87679386,3187.616,8,2012,1,"","","PANAMA CITY BEACH","","FL","BAY","",31,"30.1916N,85.8324W","30.1916N,85.8324W",6,4,2,1,"Car",-1,1,"-1"
87680850,8333.89,9,2012,1,"","","PANAMA CITY BEACH","","FL","BAY","",31,"30.1916N,85.8324W","30.1916N,85.8324W",30,25,2,1,"Car",-1,1,"-1"
87681606,30167.98,9,2012,1,"","","BILOXI","","MS","HARRISON","",16,"30.3943N,88.8963W","30.3943N,88.8963W",5,5,2,3,"Car",-1,1,"-1"
87722273,1204.207,10,2012,1,"","","SAVANNAH","","GA","CHATHAM","",83,"32.0807N,81.0907W","31.8808N,81.1772W",5,1,2,4,"Car",-1,1,"-1"
87742123,986.9893,12,2012,1,"","","MIAMI","","FL","MIAMI-DADE","",63,"25.7289N,80.2374W","25.7930N,80.1349W",14,14,2,5,"",2,91,"DROVE THERE FLEW BACK"
87742123,986.9893,10,2012,1,"","","MIAMI","","FL","MIAMI-DADE","",63,"25.7289N,80.2374W","25.7930N,80.1349W",3,2,2,1,"Plane",1,2,"-1"
87742123,493.4947,7,2012,1,"","","SANIBEL","","FL","LEE","",57,"26.4393N,82.0718W","26.4486N,81.9427W",12,7,2,2,"Car",-1,1,"-1"
87754939,1468.854,7,2012,1,"","","DESTIN","","FL","OKALOOSA","",27,"30.3929N,86.4957W","30.3929N,86.4957W",6,4,1,-1,"Car",-1,1,"-1"
87757426,16265.66,7,2012,1,"PADRE ISLAND NATIONAL SEASHORE","20420 PARK ROAD 22","CORPUS CHRISTI","","TX","NUECES","",2,"27.4241N,97.2991W","27.8628N,97.3391W",7,4,2,4,"Car",-1,1,"-1"
87761991,5561.66,1,2013,1,"","","SPRING HILL","","FL","HERNANDO","",41,"28.4824N,82.5368W","28.3594N,82.7070W",10,4,2,2,"Car",-1,1,"-1"
87778122,7156.314,7,2012,1,"","","CLEARWATER","","FL","PINELLAS","",44,"27.9655N,82.7997W","28.0000N,82.8286W",17,10,2,3,"Plane",1,2,"-1"
87797477,2705.02,7,2012,1,"","","GULF SHORES","","AL","BALDWIN","",20,"30.2773N,87.6830W","30.2773N,87.6830W",3,3,2,3,"Car",-1,1,"-1"
87810899,6624.101,1,2013,1,"","","JUPITER","","FL","PALM BEACH","",68,"26.9319N,80.1019W","27.0591N,80.1364W",5,3,2,3,"Car",-1,1,"-1"
87858341,8134.076,9,2012,1,"","","CORPUS CHRISTI","","TX","NUECES","",2,"27.7964N,97.4035W","27.8628N,97.3391W",7,4,2,3,"Car",-1,1,"-1"
87864502,1165.976,12,2012,1,"","","PENSACOLA","","FL","ESCAMBIA","",-1,"","",10,10,2,1,"Car",-1,1,"-1"
87890891,1313.963,1,2013,.02979386,"","","SAINT PETERSBURG","","FL","PINELLAS","",-1,"","",,,,,"",,,""
87890891,1151.391,11,2012,.06541669,"","","SAINT PETERSBURG","","FL","PINELLAS","",-1,"","",,,,,"",,,""
87890891,1151.391,12,2012,.07504979,"","","SAINT PETERSBURG","","FL","PINELLAS","",-1,"","",,,,,"",,,""
87890891,1151.391,9,2012,.138064,"","","SAINT PETERSBURG","","FL","PINELLAS","",-1,"","",,,,,"",,,""
87890891,575.6953,7,2012,.28977262,"","","SAINT PETERSBURG","","FL","PINELLAS","",-1,"","",,,,,"",,,""
87890891,669.9055,8,2012,.31091782,"","","SAINT PETERSBURG","","FL","PINELLAS","",-1,"","",,,,,"",,,""
87890891,1151.391,10,2012,.09098523,"","","SAINT PETERSBURG","","FL","PINELLAS","",-1,"","",,,,,"",,,""
87934227,5321.902,7,2012,1,"","","COCOA BEACH","","FL","BREVARD","",73,"28.3175N,80.6100W","28.3175N,80.6100W",6,6,2,0,"Plane",2,2,"-1"
87949061,3129.191,8,2012,1,"","","NAVARRE","","FL","","",25,"30.4015N,86.8647W","30.3815N,86.8403W",6,2,1,-1,"Car",-1,1,"-1"
87949481,2923.021,11,2012,1,"","","NEW SMYRNA BEACH","","FL","VOLUSIA","",74,"29.0269N,80.9228W","29.0269N,80.9228W",12,12,2,4,"Plane",1,2,"-1"
87949481,2923.021,9,2012,1,"","","NEW SMYRNA BEACH","","FL","VOLUSIA","",74,"29.0269N,80.9228W","29.0269N,80.9228W",6,6,1,-1,"Plane",2,2,"-1"
87949481,1461.511,7,2012,1,"","","NEW SMYRNA BEACH","","FL","VOLUSIA","",74,"29.0269N,80.9228W","29.0269N,80.9228W",10,10,2,3,"Car",-1,1,"-1"
87951279,4133.674,1,2013,1,"","","JUPITER","","FL","PALM BEACH","",68,"26.9319N,80.1019W","27.0591N,80.1364W",8,6,2,1,"Plane",1,2,"-1"
87967177,8647.916,10,2012,1,"","","PORT ARANSAS","","TX","NUECES","",3,"27.8359N,97.0682W","28.0625N,97.0412W",3,3,2,2,"",2,91,"CRUISE SHIP"
87967177,5073.144,8,2012,1,"","","FULTON","","TX","ARANSAS","",3,"28.0625N,97.0412W","28.0625N,97.0412W",3,3,2,1,"",2,91,"BOAT"
87973954,12206.85,7,2012,1,"","","CORPUS CHRISTI","","TX","NUECES","",2,"27.7964N,97.4035W","27.8628N,97.3391W",3,3,2,2,"Car",-1,1,"-1"
87973954,12206.85,7,2012,1,"","","GALVESTON","","TX","GALVESTON","",6,"29.2953N,94.8079W","29.2953N,94.8079W",4,4,2,2,"Car",-1,1,"-1"
87980158,8244.785,1,2013,1,"","","JUNO BEACH","","FL","PALM BEACH","",68,"26.8719N,80.0526W","27.0591N,80.1364W",5,2,2,3,"Plane",1,2,"-1"
87986392,10980.9,7,2012,1,"","","KEY WEST","","FL","MONROE","",61,"24.5544N,81.8003W","24.6611N,81.4447W",7,2,2,3,"Plane",1,2,"-1"
88048130,2885.28,10,2012,1,"","","MIAMI","","FL","MIAMI-DADE","",63,"25.7289N,80.2374W","25.7930N,80.1349W",7,3,2,1,"Plane",1,2,"-1"
