caseid,wgt,month,year,trips_single,trips_md,des_name,des_direction,des_address,des_primary_city,des_secondary_city,des_state,des_county,des_zipcode,site_id_agg,lat_lon_des,lat_lon_des_agg,days,es_origin,es_origin_zip,es_origin_city,es_origin_state,md_days_rec,travel_others,travel_others_num
90974045,1183.2516,9,2012,4.6727585,0,"","","","MARATHON","","FL","MONROE","",62,"24.7274N,81.0428W","24.9602N,80.5678W",,0,"-1","-1","-1",,,
90974045,1435.3037,11,2012,1,0,"SOMBRERO BEACH","","","KEY LARGO","","FL","","",62,"24.6917N,81.0847W","24.9602N,80.5678W",1,0,"-1","-1","-1",-1,1,-1
90974045,1183.2516,9,2012,7.0091377,0,"SOMBRERO BEACH","","","KEY LARGO","","FL","","",62,"24.6917N,81.0847W","24.9602N,80.5678W",,0,"-1","-1","-1",,,
90974045,1435.3037,11,2012,3.1907832,0,"SOMBRERO BEACH","","","KEY LARGO","","FL","","",62,"24.6917N,81.0847W","24.9602N,80.5678W",,0,"-1","-1","-1",,,
90974045,1435.3037,11,2012,2.1271888,0,"","","","MARATHON","","FL","MONROE","",62,"24.7274N,81.0428W","24.9602N,80.5678W",,0,"-1","-1","-1",,,
90974045,1108.7003,10,2012,4.8000791,0,"SOMBRERO BEACH","","","KEY LARGO","","FL","","",62,"24.6917N,81.0847W","24.9602N,80.5678W",,0,"-1","-1","-1",,,
90974045,1435.3037,11,2012,1,0,"SOMBRERO BEACH","","","KEY LARGO","","FL","","",62,"24.6917N,81.0847W","24.9602N,80.5678W",1,0,"-1","-1","-1",-1,1,-1
90979488,1599.2237,5,2012,1,0,"DESTIN BEACH","","","DESTIN","","FL","","",27,"30.3845N,86.4968W","30.3929N,86.4957W",1,0,"-1","-1","-1",-1,2,1
90979666,7594.9561,4,2012,1,0,"","","","SATELLITE BEACH","","FL","","",72,"28.1723N,80.6033W","28.0683N,80.5646W",1,0,"-1","-1","-1",-1,1,-1
90980064,9958.7133,7,2012,1,0,"DEERFIELD BEACH","","","","","FL","","",65,"26.3188N,80.0747W","26.2212N,80.0897W",1,0,"-1","-1","-1",-1,1,-1
90980064,23911.806,9,2012,1,0,"DEERFIELD BEACH","","","","","FL","","",65,"26.3188N,80.0747W","26.2212N,80.0897W",1,0,"-1","-1","-1",-1,1,-1
90980064,10729.63,8,2012,1,0,"DEERFIELD BEACH","","","","","FL","","",65,"26.3188N,80.0747W","26.2212N,80.0897W",1,0,"-1","-1","-1",-1,1,-1
90983065,6635.704,9,2012,1,0,"","","","SAINT AUGUSTINE BEACH","","FL","","",78,"29.8545N,81.2797W","29.8545N,81.2797W",1,0,"-1","-1","-1",-1,2,2
90983270,20277.874,6,2012,1,0,"","A1A","","DAYTONA BEACH","","FL","","",75,"29.2035N,81.0394W","29.2035N,81.0394W",1,0,"-1","-1","-1",-1,1,-1
90984343,953.29209,6,2012,0,1,"","","","PANAMA CITY","","FL","BAY","",32,"30.1598N,85.6603W","30.1598N,85.6603W",3,0,"-1","-1","-1",1,2,1
90984343,979.66845,8,2012,0,1,"","","","PANAMA CITY","","FL","BAY","",32,"30.1598N,85.6603W","30.1598N,85.6603W",4,0,"-1","-1","-1",2,2,3
90986945,2489.753,6,2012,1.0221182,0,"","","","GULFPORT","","MS","HARRISON","",15,"30.3803N,89.0923W","30.3803N,89.0923W",,0,"-1","-1","-1",,,
90986945,2573.0406,7,2012,.62398011,0,"","","","GULFPORT","","MS","HARRISON","",15,"30.3803N,89.0923W","30.3803N,89.0923W",,0,"-1","-1","-1",,,
90986945,4267.1763,8,2012,1,0,"","","","BILOXI","","MS","HARRISON","",16,"30.3943N,88.8963W","30.3943N,88.8963W",1,0,"-1","-1","-1",-1,2,4
90986945,4267.1763,8,2012,.35390166,0,"","","","GULFPORT","","MS","HARRISON","",15,"30.3803N,89.0923W","30.3803N,89.0923W",,0,"-1","-1","-1",,,
90991293,2817.1931,5,2012,1,0,"","","","PANAMA CITY BEACH","","FL","","",31,"30.1916N,85.8324W","30.1916N,85.8324W",1,0,"-1","-1","-1",-1,2,1
90992768,1037.4437,7,2012,0,1,"","","","ORANGE BEACH","","AL","BALDWIN","",21,"30.2950N,87.5748W","30.2950N,87.5748W",4,0,"-1","-1","-1",4,2,6
90993970,78.2374,8,2012,0,1,"","","","DESTIN","","FL","OKALOOSA","",27,"30.3929N,86.4957W","30.3929N,86.4957W",4,0,"-1","-1","-1",4,2,1
90995817,2081.5353,8,2012,1,0,"","","","MIRAMAR BEACH","","FL","","",28,"30.3751N,86.3607W","30.3741N,86.2332W",1,0,"-1","-1","-1",-1,3,-1
90995965,13499.733,8,2012,1,0,"","","","GALVESTON","","TX","GALVESTON","",6,"29.2953N,94.8079W","29.2953N,94.8079W",1,0,"-1","-1","-1",-1,2,2
90997259,28959.539,7,2012,1,0,"","","","WEST PALM BEACH","","FL","","",67,"26.7143N,80.0526W","26.7159N,80.0331W",1,0,"-1","-1","-1",-1,2,3
90997259,30293.17,8,2012,1,0,"","","","WEST PALM BEACH","","FL","","",67,"26.7143N,80.0526W","26.7159N,80.0331W",1,0,"-1","-1","-1",-1,2,3
90997558,22052.928,4,2012,0,1,"","","","PORT ARANSAS","","TX","NUECES","",3,"27.8359N,97.0682W","28.0625N,97.0412W",3,0,"-1","-1","-1",3,2,4
90997875,3866.0222,4,2012,1,0,"","","","FORT MYERS BEACH","","FL","","",57,"26.4486N,81.9427W","26.4486N,81.9427W",1,0,"-1","-1","-1",-1,1,-1
90997875,3866.0222,4,2012,1,0,"FORT DE SOTO PARK","","3500 PINELLAS BAYWAY S","SAINT PETERSBURG","TIERRA VERDE","FL","","33715",47,"27.6479N,82.7152W","27.6479N,82.7152W",1,0,"-1","-1","-1",-1,2,4
90998032,448.89515,8,2012,1,0,"","","","SAINT MARYS","","GA","CAMDEN","",82,"30.7311N,81.5460W","31.1352N,81.4005W",1,0,"-1","-1","-1",-1,3,-1
90998032,448.89515,8,2012,1.2803664,0,"","","","SAINT MARYS","","GA","CAMDEN","",82,"30.7311N,81.5460W","31.1352N,81.4005W",,0,"-1","-1","-1",,3,
90998032,448.89515,8,2012,1,0,"","","","SAINT MARYS","","GA","CAMDEN","",82,"30.7311N,81.5460W","31.1352N,81.4005W",1,0,"-1","-1","-1",-1,3,-1
90998032,448.89515,8,2012,1,0,"","","","SAINT MARYS","","GA","CAMDEN","",82,"30.7311N,81.5460W","31.1352N,81.4005W",1,0,"-1","-1","-1",-1,3,-1
90998032,157.18405,6,2012,6.6561837,0,"","","","SAINT MARYS","","GA","CAMDEN","",82,"30.7311N,81.5460W","31.1352N,81.4005W",,0,"-1","-1","-1",,3,
90998032,138.2128,7,2012,4.0634499,0,"","","","SAINT MARYS","","GA","CAMDEN","",82,"30.7311N,81.5460W","31.1352N,81.4005W",,0,"-1","-1","-1",,3,
91001498,1421.8884,4,2012,0,1,"","","","MIAMI BEACH","","FL","","",63,"25.7930N,80.1349W","25.7930N,80.1349W",5,0,"-1","-1","-1",2,1,-1
91001546,522.85261,7,2012,0,1,"THAT PLACE NEAR POINT CLEAR","","","","POINT CLEAR","AL","","",19,"30.4739N,87.9191W","30.5363N,87.8862W",3,0,"-1","-1","-1",3,1,-1
91002338,14361.553,10,2012,0,1,"BASIN BAYOU","ENGLIN AFB","","","","FL","","",29,"30.4864N,86.2517W","30.5056N,86.4174W",2,0,"-1","-1","-1",1,2,3
91006363,3134.451,9,2012,3.694051,0,"ANNA MARIA ISLAND","","","","","FL","MANATEE","",51,"27.5039N,82.7145W","27.5039N,82.7145W",,0,"-1","-1","-1",,,
91006363,8192.0497,11,2012,1,0,"ANNA MARIA ISLAND","","","","","FL","MANATEE","",51,"27.5039N,82.7145W","27.5039N,82.7145W",1,0,"-1","-1","-1",-1,3,-1
91006363,8192.0497,11,2012,.77614611,0,"ANNA MARIA ISLAND","","","","","FL","MANATEE","",51,"27.5039N,82.7145W","27.5039N,82.7145W",,0,"-1","-1","-1",,,
91006363,8192.0497,11,2012,1,0,"ANNA MARIA ISLAND","","","","","FL","MANATEE","",51,"27.5039N,82.7145W","27.5039N,82.7145W",1,0,"-1","-1","-1",-1,1,-1
91006363,2628.547,10,2012,2.5298029,0,"ANNA MARIA ISLAND","","","","","FL","MANATEE","",51,"27.5039N,82.7145W","27.5039N,82.7145W",,0,"-1","-1","-1",,,
91006363,8192.0497,11,2012,1,0,"","","","HOLMES BEACH","","FL","","",51,"27.4953N,82.7108W","27.5039N,82.7145W",1,0,"-1","-1","-1",-1,1,-1
91009654,720.91542,7,2012,0,1,"","","","DESTIN","","FL","OKALOOSA","",27,"30.3929N,86.4957W","30.3929N,86.4957W",3,0,"-1","-1","-1",2,2,2
91011929,5171.3037,6,2012,1,0,"","","","KEMAH","","TX","GALVESTON","",6,"29.5431N,95.0183W","29.2953N,94.8079W",1,0,"-1","-1","-1",-1,2,2
91015972,3526.9223,6,2012,1,0,"ENGLEWOOD BEACH","","","ENGLEWOOD","","FL","CHARLOTTE","",54,"26.9055N,82.3502W","26.9055N,82.3502W",1,0,"-1","-1","-1",-1,2,1
91015972,1497.8225,5,2012,1,0,"ENGLEWOOD BEACH","","","ENGLEWOOD","","FL","CHARLOTTE","",54,"26.9055N,82.3502W","26.9055N,82.3502W",1,0,"-1","-1","-1",-1,2,1
91015972,3526.9223,6,2012,1,0,"ENGLEWOOD BEACH","","","ENGLEWOOD","","FL","CHARLOTTE","",54,"26.9055N,82.3502W","26.9055N,82.3502W",1,0,"-1","-1","-1",-1,2,1
91017622,1457.8583,7,2012,1,0,"","","","NAPLES","","FL","COLLIER","",59,"26.1390N,81.7957W","26.1390N,81.7957W",1,0,"-1","-1","-1",-1,2,1
91017686,2295.3575,7,2012,1,0,"","","","NAPLES","","FL","COLLIER","",59,"26.1390N,81.7957W","26.1390N,81.7957W",1,0,"-1","-1","-1",-1,2,1
91017686,2450.0685,8,2012,1,0,"","","","NAPLES","","FL","COLLIER","",59,"26.1390N,81.7957W","26.1390N,81.7957W",1,0,"-1","-1","-1",-1,2,1
91017686,2295.3575,7,2012,1,0,"","","","KEEWAYDIN ISLAND","NAPLES","FL","","",59,"26.0703N,81.7869W","26.1390N,81.7957W",1,0,"-1","-1","-1",-1,2,1
91018302,1795.9627,6,2012,1,0,"","","","MARCO ISLAND","","FL","COLLIER","",60,"25.9536N,81.7244W","25.9536N,81.7244W",1,0,"-1","-1","-1",-1,1,-1
91020565,186.93234,6,2012,0,1,"PENSACOLA (CASINO) BEACH","","","PENSACOLA BEACH","","FL","","",23,"30.3353N,87.1164W","30.3353N,87.1164W",4,0,"-1","-1","-1",3,2,1
91023771,1809.6771,12,2012,1,0,"SEBASTIAN INLET STATE PARK","","9700 S HIGHWAY A1A","MELBOURNE BEACH","","FL","","32951",71,"27.8687N,80.4528W","27.6388N,80.3942W",1,0,"-1","-1","-1",-1,1,-1
91023771,1040.4142,10,2012,1,0,"SEBASTIAN INLET STATE PARK","","9700 S HIGHWAY A1A","MELBOURNE BEACH","","FL","","32951",71,"27.8687N,80.4528W","27.6388N,80.3942W",1,0,"-1","-1","-1",-1,2,1
91024835,12829.564,8,2012,1,0,"","","","CAMERON","","LA","CAMERON","",9,"29.7974N,93.3256W","29.7708N,93.4594W",1,0,"-1","-1","-1",-1,2,3
91026110,904.30541,8,2012,0,.21097859,"","","","PENSACOLA","","FL","ESCAMBIA","",-1,"30.4208N,87.2172W","",,0,"-1","-1","-1",,,
91026110,993.88266,7,2012,0,.21599184,"","","","PENSACOLA","","FL","ESCAMBIA","",-1,"30.4208N,87.2172W","",,0,"-1","-1","-1",,,
91026110,1309.7173,9,2012,0,.18255046,"","","","PENSACOLA","","FL","ESCAMBIA","",-1,"30.4208N,87.2172W","",,0,"-1","-1","-1",,,
91026110,1309.7173,9,2012,0,1,"","","","GULF SHORES","","AL","BALDWIN","",20,"30.2773N,87.6830W","30.2773N,87.6830W",6,0,"-1","-1","-1",3,2,1
91026455,1894.1296,7,2012,0,1,"","","","PANAMA CITY BEACH","","FL","","",31,"30.1916N,85.8324W","30.1916N,85.8324W",8,0,"-1","-1","-1",8,2,4
91027126,114.75254,5,2012,0,1,"SAINT ANDREWS STATE PARK","","4607 STATE PARK LANE","PANAMA CITY","","FL","","32408",31,"30.1339N,85.7390W","30.1916N,85.8324W",10,0,"-1","-1","-1",10,2,2
91030283,7414.5876,11,2012,1,0,"DELRAY BEACH","","","","","FL","","",66,"26.4728N,80.0557W","26.4728N,80.0557W",1,0,"-1","-1","-1",-1,2,1
91030724,5915.278,9,2012,41.663505,0,"","","","PANAMA CITY BEACH","","FL","","",31,"30.1916N,85.8324W","30.1916N,85.8324W",,0,"-1","-1","-1",,,
91030724,5915.278,9,2012,2.4507944,0,"DESTIN BEACH","","","DESTIN","","FL","","",27,"30.3845N,86.4968W","30.3929N,86.4957W",,0,"-1","-1","-1",,,
91030724,6137.5154,8,2012,43.336495,0,"","","","PANAMA CITY BEACH","","FL","","",31,"30.1916N,85.8324W","30.1916N,85.8324W",,0,"-1","-1","-1",,,
91030724,15097.13,10,2012,1,0,"","","","PANAMA CITY BEACH","","FL","","",31,"30.1916N,85.8324W","30.1916N,85.8324W",1,0,"-1","-1","-1",-1,2,1
91030724,5915.278,9,2012,1,0,"DESTIN BEACH","","","DESTIN","","FL","","",27,"30.3845N,86.4968W","30.3929N,86.4957W",1,0,"-1","-1","-1",-1,2,1
91030724,6137.5154,8,2012,2.5492056,0,"DESTIN BEACH","","","DESTIN","","FL","","",27,"30.3845N,86.4968W","30.3929N,86.4957W",,0,"-1","-1","-1",,,
91030724,15097.13,10,2012,1,0,"","","","PANAMA CITY BEACH","","FL","","",31,"30.1916N,85.8324W","30.1916N,85.8324W",1,0,"-1","-1","-1",-1,2,1
91032821,10006.492,7,2012,1,0,"SURFSIDE","","","","","TX","","",5,"28.9568N,95.2774W","28.9635N,95.2728W",1,0,"-1","-1","-1",-1,1,-1
91033202,2087.8091,8,2012,1,0,"","","","STUART","","FL","MARTIN","",69,"27.1999N,80.2553W","27.3546N,80.2472W",1,0,"-1","-1","-1",-1,2,1
91033341,1182.0443,5,2012,0,1,"SAINT SIMONS ISLAND","","","","","GA","GLYNN","",82,"31.1352N,81.4005W","31.1352N,81.4005W",3,0,"-1","-1","-1",2,2,2
91033631,6016.4246,5,2012,1,0,"","","","PANAMA CITY BEACH","","FL","","",31,"30.1916N,85.8324W","30.1916N,85.8324W",1,0,"-1","-1","-1",-1,2,4
91033846,2326.8503,8,2012,26.689353,0,"SUNSET LAKE PARK","END OF SUNSET DRIVE","201 SUNSET DRIVE","PORTLAND","","TX","","78374",2,"27.8628N,97.3391W","27.8628N,97.3391W",,0,"-1","-1","-1",,3,
91033846,2342.8834,7,2012,27.323542,0,"SUNSET LAKE PARK","END OF SUNSET DRIVE","201 SUNSET DRIVE","PORTLAND","","TX","","78374",2,"27.8628N,97.3391W","27.8628N,97.3391W",,0,"-1","-1","-1",,3,
91034357,2482.9824,10,2012,1,0,"HOLLYWOOD BEACH - MIAMI AREA","","","","","FL","","",64,"26.0088N,80.1250W","26.0088N,80.1250W",1,0,"-1","-1","-1",-1,3,-1
91034357,2482.9824,10,2012,1,0,"HOLLYWOOD BEACH - MIAMI AREA","","","","","FL","","",64,"26.0088N,80.1250W","26.0088N,80.1250W",1,0,"-1","-1","-1",-1,3,-1
91034357,2299.0381,9,2012,23.741245,0,"HOLLYWOOD BEACH - MIAMI AREA","","","","","FL","","",64,"26.0088N,80.1250W","26.0088N,80.1250W",,0,"-1","-1","-1",,3,
91034357,2482.9824,10,2012,1,0,"HOLLYWOOD BEACH - MIAMI AREA","","","","","FL","","",64,"26.0088N,80.1250W","26.0088N,80.1250W",1,0,"-1","-1","-1",-1,3,-1
91034357,2482.9824,10,2012,16.258755,0,"HOLLYWOOD BEACH - MIAMI AREA","","","","","FL","","",64,"26.0088N,80.1250W","26.0088N,80.1250W",,0,"-1","-1","-1",,3,
91036203,67706.211,4,2012,1,0,"DANIA BEACH","","","","","FL","","",64,"26.0518N,80.1115W","26.0088N,80.1250W",1,0,"-1","-1","-1",-1,2,2
91036203,61419.025,5,2012,1,0,"DANIA BEACH","","","","","FL","","",64,"26.0518N,80.1115W","26.0088N,80.1250W",1,0,"-1","-1","-1",-1,1,-1
91036203,61419.025,5,2012,1,0,"HALLANDALE BEACH BLVD","","","","","FL","BROWARD","",64,"25.9784N,80.1183W","26.0088N,80.1250W",1,0,"-1","-1","-1",-1,2,4
91036520,2619.3929,7,2012,1,0,"","","","SARASOTA","","FL","SARASOTA","",52,"27.3388N,82.5396W","27.2619N,82.5483W",1,0,"-1","-1","-1",-1,2,1
91036520,2619.3929,7,2012,1,0,"","","","SARASOTA","","FL","SARASOTA","",52,"27.3388N,82.5396W","27.2619N,82.5483W",1,0,"-1","-1","-1",-1,2,1
91037657,148.35701,6,2012,0,1,"","","","GULF SHORES","","AL","BALDWIN","",20,"30.2773N,87.6830W","30.2773N,87.6830W",2,0,"-1","-1","-1",1,2,3
91038168,627.90767,7,2012,1,0,"","","","SANIBEL ISLAND","","FL","","",57,"26.4490N,82.0220W","26.4486N,81.9427W",1,0,"-1","-1","-1",-1,2,3
91040077,9881.6008,5,2012,1,0,"ANNA MARIA ISLAND","","","","","FL","MANATEE","",51,"27.5039N,82.7145W","27.5039N,82.7145W",1,0,"-1","-1","-1",-1,2,3
91042763,1212.9046,7,2012,0,1,"","","","GULF SHORES","","AL","BALDWIN","",20,"30.2773N,87.6830W","30.2773N,87.6830W",6,0,"-1","-1","-1",6,2,3
91043313,4406.7598,6,2012,1,0,"","","","PANAMA CITY BEACH","","FL","","",31,"30.1916N,85.8324W","30.1916N,85.8324W",1,0,"-1","-1","-1",-1,2,2
91043902,872.21213,7,2012,1,0,"CYPREMORT POINT STATE PARK","","306 BEACH LANE","CYPREMORT POINT","","LA","","",10,"29.7368N,91.8527W","29.7920N,91.4983W",1,0,"-1","-1","-1",-1,2,2
91047898,142.46917,7,2012,0,1,"POMPANO BEACH","","","","","FL","","",65,"26.2212N,80.0897W","26.2212N,80.0897W",5,0,"-1","-1","-1",3,2,5
91049481,894.87984,6,2012,3,0,"SAINT SIMONS","","","","","GA","GLYNN","",82,"31.1352N,81.4005W","31.1352N,81.4005W",,0,"-1","-1","-1",,,
91049481,894.87984,6,2012,1,0,"SAINT SIMONS","","","","","GA","GLYNN","",82,"31.1352N,81.4005W","31.1352N,81.4005W",1,0,"-1","-1","-1",-1,2,3
91049557,805.89142,10,2012,1,0,"","","","SAINT GEORGE ISLAND","","FL","","",35,"29.6584N,84.8803W","29.6584N,84.8803W",1,0,"-1","-1","-1",-1,2,3
91050768,276.95183,4,2012,1,0,"NAPLES BEACH","","","","","FL","","",59,"26.1304N,81.8062W","26.1390N,81.7957W",1,0,"-1","-1","-1",-1,2,3
91050768,276.95183,4,2012,1,0,"NAPLES BEACH","","","","","FL","","",59,"26.1304N,81.8062W","26.1390N,81.7957W",1,0,"-1","-1","-1",-1,2,3
91050768,276.95183,4,2012,1,0,"NAPLES BEACH","","","","","FL","","",59,"26.1304N,81.8062W","26.1390N,81.7957W",1,0,"-1","-1","-1",-1,2,3
91052726,592.8283,6,2012,0,1,"","","","BILOXI","","MS","HARRISON","",16,"30.3943N,88.8963W","30.3943N,88.8963W",2,0,"-1","-1","-1",1,2,2
91053406,8895.7726,6,2012,1,0,"","","","GULFPORT","","MS","HARRISON","",15,"30.3803N,89.0923W","30.3803N,89.0923W",1,0,"-1","-1","-1",-1,2,5
91053406,12970.072,7,2012,1,0,"","","","GULFPORT","","MS","HARRISON","",15,"30.3803N,89.0923W","30.3803N,89.0923W",1,0,"-1","-1","-1",-1,2,5
91053406,14700.917,5,2012,1,0,"","","","GULFPORT","","MS","HARRISON","",15,"30.3803N,89.0923W","30.3803N,89.0923W",1,0,"-1","-1","-1",-1,2,1
91055295,871.32703,7,2012,1,0,"","","","PANAMA CITY BEACH","","FL","","",31,"30.1916N,85.8324W","30.1916N,85.8324W",1,0,"-1","-1","-1",-1,2,1
91055295,871.32703,7,2012,1,0,"","","","PANAMA CITY BEACH","","FL","","",31,"30.1916N,85.8324W","30.1916N,85.8324W",1,0,"-1","-1","-1",-1,2,2
91055352,790.42679,5,2012,1,0,"SKYWAY BRIDGE","","","SAINT PETERSBURG","","FL","","",47,"27.6250N,82.6583W","27.6479N,82.7152W",1,0,"-1","-1","-1",-1,2,1
91055969,25902.677,6,2012,1,0,"","","","CLEARWATER BEACH","","FL","PINELLAS","",44,"28.0000N,82.8286W","28.0000N,82.8286W",1,0,"-1","-1","-1",-1,2,1
91055969,25902.677,6,2012,1,0,"","","","CLEARWATER BEACH","","FL","PINELLAS","",44,"28.0000N,82.8286W","28.0000N,82.8286W",1,0,"-1","-1","-1",-1,2,1
91055969,71263.96,7,2012,1,0,"","","","CLEARWATER BEACH","","FL","PINELLAS","",44,"28.0000N,82.8286W","28.0000N,82.8286W",1,0,"-1","-1","-1",-1,2,1
91055969,25902.677,6,2012,4.619863,0,"","","","CLEARWATER BEACH","","FL","PINELLAS","",44,"28.0000N,82.8286W","28.0000N,82.8286W",,0,"-1","-1","-1",,,
91055969,35148.336,4,2012,3.5135938,0,"","","","CLEARWATER BEACH","","FL","PINELLAS","",44,"28.0000N,82.8286W","28.0000N,82.8286W",,0,"-1","-1","-1",,,
91055969,27630.115,5,2012,3.8665432,0,"","","","CLEARWATER BEACH","","FL","PINELLAS","",44,"28.0000N,82.8286W","28.0000N,82.8286W",,0,"-1","-1","-1",,,
91064411,10081.881,7,2012,1,0,"","","","PANAMA CITY BEACH","","FL","","",31,"30.1916N,85.8324W","30.1916N,85.8324W",1,0,"-1","-1","-1",-1,2,3
91064411,9044.6761,5,2012,1.8224643,0,"","","","JACKSONVILLE BEACH","","FL","","",79,"30.2887N,81.3917W","30.2887N,81.3917W",,0,"-1","-1","-1",,,
91064411,5688.6376,6,2012,1,0,"","","","JACKSONVILLE BEACH","","FL","","",79,"30.2887N,81.3917W","30.2887N,81.3917W",1,0,"-1","-1","-1",-1,2,2
91064411,5688.6376,6,2012,2.1775357,0,"","","","JACKSONVILLE BEACH","","FL","","",79,"30.2887N,81.3917W","30.2887N,81.3917W",,0,"-1","-1","-1",,,
91064411,5688.6376,6,2012,1,0,"CARRABELLE BEACH","","","","","FL","","",36,"29.7967N,84.7461W","29.7967N,84.7461W",1,0,"-1","-1","-1",-1,2,1
91065566,11325.299,6,2012,0,1,"INDIAN ROCKS BEACH","","","","","FL","","",45,"27.9000N,82.8498W","27.8506N,82.8443W",9,0,"-1","-1","-1",9,2,2
91065669,2010.051,6,2012,1,0,"","","","BAY SAINT LOUIS","","MS","","",14,"30.2979N,89.3361W","30.2979N,89.3361W",1,0,"-1","-1","-1",-1,1,-1
91065669,1460.1465,4,2012,1,0,"","","","BAY SAINT LOUIS","","MS","","",14,"30.2979N,89.3361W","30.2979N,89.3361W",1,0,"-1","-1","-1",-1,2,3
91065669,1460.1465,4,2012,1,0,"","","","GULFPORT","","MS","HARRISON","",15,"30.3803N,89.0923W","30.3803N,89.0923W",1,0,"-1","-1","-1",-1,1,-1
91067823,1456.3744,10,2012,1,0,"","","YUCCA AVENUE AND BLUEWATER HIGHWAY","SURFSIDE BEACH","","TX","","77541",5,"28.9635N,95.2728W","28.9635N,95.2728W",1,0,"-1","-1","-1",-1,2,3
91069340,731.43765,10,2012,24.050651,0,"GARCON POINT","","","MILTON","","FL","","",23,"30.4390N,87.0915W","30.3353N,87.1164W",,0,"-1","-1","-1",,3,
91069340,704.99414,11,2012,18.446911,0,"GARCON POINT","","","MILTON","","FL","","",23,"30.4390N,87.0915W","30.3353N,87.1164W",,0,"-1","-1","-1",,3,
91069340,1431.0876,12,2012,1,0,"GARCON POINT","","","MILTON","","FL","","",23,"30.4390N,87.0915W","30.3353N,87.1164W",1,0,"-1","-1","-1",-1,3,-1
91069340,1431.0876,12,2012,7.5024383,0,"GARCON POINT","","","MILTON","","FL","","",23,"30.4390N,87.0915W","30.3353N,87.1164W",,0,"-1","-1","-1",,3,
91074335,2960.7634,7,2012,1,0,"","","","FORT MYERS BEACH","","FL","","",57,"26.4486N,81.9427W","26.4486N,81.9427W",1,0,"-1","-1","-1",-1,2,2
91075547,2015.5149,5,2012,1,0,"FAIRHOPE PUBLIC PIER","","","FAIRHOPE","","AL","BALDWIN","",19,"30.5244N,87.9128W","30.5363N,87.8862W",1,0,"-1","-1","-1",-1,2,2
91079509,2975.0917,5,2012,1,0,"GRAND ISLE STATE PARK","","108 ADMIRAL CRAIK DR","GRAND ISLE","","LA","","",11,"29.2537N,89.9604W","29.2328N,89.9975W",1,0,"-1","-1","-1",-1,2,3
91080233,604.43822,1,2013,1,0,"DAVIS ISLAND","","","","","FL","","",49,"27.9093N,82.4476W","27.8215N,82.4739W",1,0,"-1","-1","-1",-1,2,3
91080233,525.27707,11,2012,1,0,"","","","CLEARWATER BEACH","","FL","PINELLAS","",44,"28.0000N,82.8286W","28.0000N,82.8286W",1,0,"-1","-1","-1",-1,2,3
91080831,577.3084,4,2012,0,1,"","","","ORANGE BEACH","","AL","BALDWIN","",21,"30.2950N,87.5748W","30.2950N,87.5748W",6,0,"-1","-1","-1",6,2,4
91082518,3093.8828,10,2012,1,0,"","","","SAINT PETE BEACH","","FL","","",46,"27.7247N,82.7437W","27.7247N,82.7437W",1,0,"-1","-1","-1",-1,1,-1
91082518,3093.8828,10,2012,1.2968581,0,"","","","SAINT PETE BEACH","","FL","","",46,"27.7247N,82.7437W","27.7247N,82.7437W",,0,"-1","-1","-1",,,
91082518,2039.2405,9,2012,1.1980481,0,"MADEIRA BEACH","","","","","FL","","",45,"27.7984N,82.8002W","27.8506N,82.8443W",,0,"-1","-1","-1",,,
91082518,3093.8828,10,2012,1,0,"","","","SAINT PETE BEACH","","FL","","",46,"27.7247N,82.7437W","27.7247N,82.7437W",1,0,"-1","-1","-1",-1,1,-1
91082518,1925.1321,8,2012,1.2461555,0,"MADEIRA BEACH","","","","","FL","","",45,"27.7984N,82.8002W","27.8506N,82.8443W",,0,"-1","-1","-1",,,
91082518,3093.8828,10,2012,1,0,"","","","SAINT PETE BEACH","","FL","","",46,"27.7247N,82.7437W","27.7247N,82.7437W",1,0,"-1","-1","-1",-1,1,-1
91082518,3093.8828,10,2012,.55579633,0,"MADEIRA BEACH","","","","","FL","","",45,"27.7984N,82.8002W","27.8506N,82.8443W",,0,"-1","-1","-1",,,
91082518,1925.1321,8,2012,2.9076962,0,"","","","SAINT PETE BEACH","","FL","","",46,"27.7247N,82.7437W","27.7247N,82.7437W",,0,"-1","-1","-1",,,
91082518,2039.2405,9,2012,2.7954457,0,"","","","SAINT PETE BEACH","","FL","","",46,"27.7247N,82.7437W","27.7247N,82.7437W",,0,"-1","-1","-1",,,
91083270,1045.1966,7,2012,1,0,"NOKOMIS PUBLIC BEACH","","","","","FL","","",53,"27.1316N,82.4735W","27.1316N,82.4735W",1,0,"-1","-1","-1",-1,2,1
91083270,1099.1677,6,2012,.45713247,0,"CASPERSEN BEACH","","","VENICE","","FL","","",53,"27.0504N,82.4384W","27.1316N,82.4735W",,0,"-1","-1","-1",,,
91083270,1045.1966,7,2012,.27906905,0,"CASPERSEN BEACH","","","VENICE","","FL","","",53,"27.0504N,82.4384W","27.1316N,82.4735W",,0,"-1","-1","-1",,,
91083270,1152.8327,8,2012,.26379848,0,"CASPERSEN BEACH","","","VENICE","","FL","","",53,"27.0504N,82.4384W","27.1316N,82.4735W",,0,"-1","-1","-1",,,
91083270,1099.1677,6,2012,1,0,"NOKOMIS PUBLIC BEACH","","","","","FL","","",53,"27.1316N,82.4735W","27.1316N,82.4735W",1,0,"-1","-1","-1",-1,2,1
