cbsa,pop,med_income,laborforce,employed,proptax,employment_rate
32380,51664,25819,28812,27117,1288,0.941170345689296
32420,105881,,34282,28556,572,0.832973572136982
32460,37200,20485,16727,14921,542,0.892030848329049
32500,31384,17461,13464,12263,557,0.910799168152109
32540,45570,21917,19443,18431,451,0.947950419173996
32580,774820,15616,314687,280833,1484,0.89242008726131
32620,53439,17550,21931,19923,507,0.908440107610232
32660,39767,19219,17419,15694,586,0.900970204948619
32700,29208,26284,15613,15092,1682,0.966630372125793
32740,88492,20841,41731,37889,1677,0.907934149672905
32780,203613,22165,98966,86693,2139,0.875987712951923
32820,1317314,25282,665362,590094,1532,0.886876617540527
32860,43788,21162,23853,22196,3025,0.930532847021339
32900,256398,19710,112888,94612,1457,0.838105024449011
32940,107283,19160,48514,42057,674,0.866904398730264
32980,28710,25821,15163,14119,2209,0.931148189672228
33020,25617,22358,11449,10555,881,0.921914577692375
33060,31940,19650,14725,13268,405,0.901052631578947
33100,5598297,24295,2895800,2565337,2600,0.88588196698667
33140,111335,25479,53594,47716,1025,0.890323543680263
33180,28613,14621,10380,8980,424,0.865125240847784
33220,83744,26169,40675,37279,2119,0.916508912108175
33260,138472,28930,72132,69165,1952,0.958867077025453
33300,55800,18839,21634,19148,827,0.885088286955718
33340,1554593,28628,833878,761723,3951,0.91347055564483
33380,41156,19080,18069,16057,199,0.888649067463612
33420,28010,21552,13124,12111,1068,0.922813166717464
33460,3290811,33527,1874208,1736769,2696,0.926668224658096
33500,69959,26941,39926,35561,1648,0.890672744577468
33540,109402,22982,62587,57234,2286,0.914471056289645
33580,22879,25820,12530,12234,1659,0.976376695929769
33620,25388,20379,11114,10135,715,0.911912902645312
33660,412297,22669,195021,172341,662,0.883704831787346
33700,515115,22484,242072,204032,1820,0.842856670742589
33740,176385,22022,81783,75089,419,0.918149248621352
33780,151944,26786,76211,67556,2037,0.886433716917505
33820,36800,28782,20765,19627,3280,0.945196243679268
33860,374600,24306,181970,162815,451,0.894735395944386
33940,40994,24230,20137,18110,942,0.899339524258827
33980,66415,24963,34090,29851,997,0.875652684071575
34020,54285,20701,24663,21864,294,0.886510156915217
34060,129888,20693,64208,59984,589,0.934213805133317
34100,136682,20196,65057,56789,667,0.872911446885039
34140,37365,18947,19896,18585,1408,0.934107358262967
34180,88885,22282,41942,36814,1562,0.877735921033809
34220,45531,19715,20609,18847,717,0.914503372313067
34260,41387,19770,16505,14878,639,0.901423810966374
34300,26655,23439,13645,10232,1056,0.749871747893001
34340,73551,21003,34710,31364,820,0.903601267646211
34380,70186,14052,37154,31917,1748,0.859046132314152
34420,32045,21321,14601,13509,1174,0.925210602013561
34460,44513,18800,18658,16289,655,0.873030335512917
34500,47338,22311,22597,20436,1215,0.904367836438465
34540,60791,24660,30341,27915,1632,0.920042187139514
34580,117087,28526,56444,50821,2576,0.900379136843597
34620,117459,18991,57478,49852,904,0.867323149726852
34660,37198,18603,19398,17371,821,0.895504691205279
34700,54177,26240,28679,26564,1535,0.926252658739845
34740,171755,21019,81154,68294,1750,0.841535845429677
34780,70635,20793,30688,27958,630,0.911040145985402
34820,270943,22222,136800,121973,636,0.891615497076023
34860,64647,18318,29891,27467,932,0.918905356127262
34900,136644,31613,71970,65382,3524,0.908461859107962
34940,323548,26908,146101,131475,2292,0.899891171176104
34980,1595454,27473,847797,777311,1357,0.916859814318758
35020,53015,17040,21373,18543,504,0.867589949936836
35060,39434,17191,17784,16068,384,0.903508771929825
35100,126193,23698,60917,48236,990,0.791831508445918
35140,37432,23335,18427,16423,833,0.89124654040267
35220,49381,24307,21786,19069,851,0.875286881483522
35260,90885,22558,43951,40388,1486,0.91893244749835
35300,860995,31036,469719,422381,5004,0.899220597846798
35340,73527,21919,33838,30928,319,0.914002009575034
35380,1165967,25468,595344,540063,1005,0.907144440861082
35420,92532,23668,46132,42125,1326,0.913140553195179
35460,35631,16588,15812,13472,610,0.852011130786744
35500,36823,26111,18373,17216,1762,0.937027159418712
35580,25772,24709,14306,13587,1297,0.949741367258493
35620,18923404,31748,9863263,8952200,6753,0.907630669485342
35660,156759,22088,77637,68609,1688,0.883715238868066
35700,47057,19329,19786,17004,1231,0.859395532194481
35740,48136,25104,26482,25377,1757,0.958273544294238
35820,37284,25693,19521,18403,1956,0.942728343834844
35840,705313,26070,321193,283642,1947,0.883088983881965
35860,28373,24161,14154,12269,724,0.866822099759785
35900,69265,18542,31713,27205,748,0.857850093021789
35940,59628,24722,29948,26992,1299,0.901295579003606
35980,273723,32672,151916,133476,3833,0.878617130519498
36020,78707,30679,38902,31399,2301,0.807130738779497
36060,46000,18275,17486,15934,412,0.911243280338556
36100,331987,21428,137248,118721,1300,0.865010783399394
36140,96987,29947,49115,43422,4052,0.884088364043571
36180,51398,27916,25830,23511,1859,0.910220673635308
36220,138193,25196,68404,64519,1160,0.943205075726566
36260,547089,28073,268618,248349,1415,0.924543403643836
36300,112060,21126,51614,46023,1891,0.891676676870616
36340,54865,22288,26236,24093,1238,0.91831834121055
36380,39779,18957,16903,14588,1141,0.863042063539017
36420,1256947,25909,646016,601289,1245,0.930764872696651
36460,80166,22346,39147,35684,2306,0.911538559787468
36500,252410,32871,131838,116794,2580,0.885890259257574
36540,866454,29558,481287,446827,2825,0.92840031000214
36580,62147,21296,31423,28831,2330,0.917512649969767
36620,53671,19594,23095,20166,1164,0.873176012123836
36660,83774,19313,34222,32010,248,0.935363216644264
36700,92229,18607,41418,35067,566,0.846660872084601
36740,2147534,24792,1140520,1012688,1932,0.887917791884404
36780,166984,26369,90335,84483,2861,0.935218907400233
36820,22432,23176,11811,10848,1386,0.918465836931674
36860,154454,25720,80803,72548,2588,0.897837951561204
36900,35449,22474,17987,16366,1160,0.909879357313615
36940,36524,29567,20055,18697,1772,0.932286212914485
36980,114853,22923,54094,50313,872,0.930103153769364
37020,70402,24672,33974,30023,1677,0.88370518631895
37060,47586,18157,22697,20504,977,0.903379301229237
37100,822794,30026,430582,386464,3480,0.897538680204932
37140,98675,22324,45858,42225,783,0.920777181734921
37220,43801,20283,17257,14465,1155,0.838210581213421
37260,74224,19419,29156,25041,845,0.858862669776375
37300,58269,22163,22361,20774,1038,0.929028218773758
37340,544019,25635,262141,229724,1555,0.876337543535731
37380,95987,24280,39815,34997,1704,0.878990330277534
37420,23723,23610,10720,9890,1057,0.922574626865672
37460,168957,25389,88329,76510,1067,0.866193435904403
37500,42224,20673,19153,17381,527,0.907481856628204
37540,32271,20602,14407,12423,558,0.862289164989241
37580,49740,21213,22878,21224,1179,0.927703470583093
37620,161985,22158,75721,68739,752,0.907793082500231
37660,21574,21853,10878,10029,1138,0.921952564809708
37700,162009,24160,76817,68275,989,0.888800656104768
37740,53436,21818,20234,18375,1018,0.908124938222793
37780,13606,15137,5375,4779,607,0.889116279069767
37800,33388,26738,17535,16654,1748,0.949757627601939
37820,86992,23533,41550,37438,1587,0.901034897713598
37860,451950,24518,227258,190233,1174,0.83707944274789
37900,378886,28231,193816,179262,2593,0.924908160317002
37940,36850,20844,17166,14787,520,0.861412093673541
37980,5967349,30769,3123776,2816445,3626,0.901615544776578
38020,55205,25039,23854,19998,1760,0.838349962270479
38060,4210193,28792,2063563,1869750,1428,0.906078467194847
38100,55886,20162,24157,21558,773,0.892412137268701
38180,20004,30953,11630,11226,1827,0.965262252794497
38200,23321,21931,10339,9245,199,0.89418705870974
38220,99688,20137,43135,37426,479,0.867648081604266
38260,39133,19884,19509,18018,991,0.923573735199139
38300,2357981,26042,1216547,1125168,2159,0.924886584735321
38340,130866,25141,68514,62177,2547,0.907507954578626
38380,36153,20734,15801,14662,1081,0.927915954686412
38420,51055,21717,27052,25817,2196,0.954347183202721
38460,82054,25252,39998,36783,2457,0.919620981049052
38500,47045,25665,23878,21656,905,0.906943630119775
38540,90301,21861,44919,41412,1319,0.92192613370734
38580,58119,20819,24437,22032,732,0.90158366411589
38620,46288,21978,21683,19913,554,0.918369229350182
38660,242280,,88085,68450,387,0.777090310495544
38700,38903,27057,17720,16331,2507,0.921613995485327
38740,42792,19089,19555,17964,605,0.918639734083355
38780,19840,17875,9531,8485,456,0.890252859091386
38820,71411,23977,30637,26985,1942,0.880797728237099
38860,515398,28161,288230,268679,2831,0.932168754119974
38900,2232607,29218,1198921,1076276,2869,0.897703852046966
38940,424743,24020,196190,167525,2095,0.85389163565931
39020,79122,17975,32177,28353,965,0.881157348416571
39060,147935,23417,70403,63977,1436,0.908725480448276
39100,670242,31557,347713,313805,5770,0.902482794718633
39140,211280,23071,93610,83953,1300,0.896837944664032
39220,21153,20729,9781,8849,708,0.904713219507208
39260,21102,22158,9398,7719,1673,0.821344967014258
39300,1601210,27334,866735,777951,3458,0.897564999682717
39340,526804,21435,245196,227725,1340,0.928746798479584
39380,159072,22427,73558,65192,1052,0.886266619538324
39420,44997,13651,22188,20790,1768,0.936992969172526
39460,160380,23420,63942,55115,1791,0.861953019924306
39500,77301,23626,40284,37521,1507,0.931411974977659
39540,195024,27908,101262,91377,3487,0.902381939918232
39580,1135165,31870,614731,563777,1736,0.917111712277403
39660,126696,25739,69318,62927,2237,0.907801725381575
39700,21983,14993,6052,5557,705,0.918208856576338
39740,411094,26710,216029,195543,3215,0.905170139194275
39780,63200,20295,26937,22769,1272,0.845268589672198
39820,177693,21882,79552,68502,1663,0.861097144006436
39860,46144,29448,25288,23733,2096,0.938508383422967
39900,426020,27359,230093,204957,1887,0.890757215560665
39940,50434,12105,23747,21893,1062,0.921926980250137
39980,68797,22036,33049,29151,890,0.882053919937063
40060,1260202,30204,666058,606128,1804,0.910022850862838
40080,100264,18288,49441,44759,949,0.905301268178233
40100,60882,12258,22847,19989,553,0.874906989976802
40140,4234011,24970,1970256,1675890,2381,0.850595049577314
40180,40103,22732,20921,18935,1224,0.905071459299269
40220,308238,26699,157877,147218,1411,0.932485415861715
40260,76652,18019,32735,27259,865,0.832717275087827
40300,53378,27696,28633,25827,3157,0.902001187441065
40340,186214,32967,104916,100319,1912,0.9561839948149
40380,1054160,27000,544452,502253,3779,0.922492708264457
40420,348574,25613,177317,156099,3359,0.880338602615655
40460,46608,18524,19475,16136,805,0.828549422336329
40500,39848,24221,20942,19786,2335,0.94479992359851
40540,43890,33243,24033,22670,1098,0.943286314650689
40580,151798,21483,74382,63848,955,0.858379715522573
40620,44825,18869,21038,19245,799,0.914773267420857
40660,96204,21062,45020,39587,1021,0.879320302087961
40700,107391,20607,47506,41032,1321,0.86372247716078
40740,65343,20910,28950,26975,552,0.931778929188256
40760,20440,21726,9888,9019,755,0.91211569579288
40780,83886,18893,40145,37340,542,0.930128284966995
40820,62753,17722,29015,25951,487,0.894399448561089
40860,61599,24655,33550,30650,3236,0.913561847988077
40900,2153736,28992,1078384,947139,2576,0.87829474472915
40940,45707,22782,17828,15799,648,0.886190262508414
40980,200017,22479,92323,80211,1714,0.868808422603252
41060,188867,25403,108062,100129,1827,0.926588439969647
41100,139484,22343,59122,53267,1324,0.900967490950915
41140,127176,23217,63631,58760,955,0.923449262152096
41180,2810367,28048,1486779,1346886,2064,0.905908679097566
41220,50435,25568,25735,19848,1360,0.77124538566155
41260,31981,25058,16139,15014,1428,0.930293078877254
41420,390839,23637,188224,164290,2221,0.872842995579735
41460,61592,25712,33623,31734,1540,0.943818219671059
41500,416199,24083,204087,176109,2874,0.862911405430037
41540,125342,23335,61952,55702,1562,0.899115444214876
41580,138189,22527,65811,58230,1012,0.884806491316041
41620,1126982,27562,595617,551307,1658,0.925606555890782
41660,112030,22033,58309,50500,1275,0.866075562949116
41700,2149153,25177,1068170,963525,2533,0.902033384199144
41740,3100500,29939,1614267,1386825,3086,0.859105092280273
41780,76952,25394,39015,35586,1828,0.912110726643599
41820,57876,23322,28967,25324,1261,0.874236199813581
41860,4348880,36092,2373298,2156180,4421,0.908516334653297
41900,137194,,38971,33547,324,0.860819583793077
41940,1843860,37483,975473,883107,4918,0.905311577050313
41980,2473084,,953757,797432,674,0.836095567319558
42020,270121,26531,135033,122615,3122,0.908037294587249
42060,423594,25452,216374,195057,2996,0.901480769408524
42100,262340,26776,140595,128218,3767,0.911966997403891
42140,144209,28026,77278,70063,1283,0.906635782499547
42180,23261,,8009,6917,628,0.863653389936322
42220,483456,30509,257859,232479,3202,0.901574116086699
42300,38919,20906,17402,14831,1361,0.852258361107919
42340,349163,26235,174511,154891,1528,0.887571557093822
42380,62628,22771,29226,27383,1562,0.93693971121604
42420,37613,22396,19853,18562,1711,0.934972044527276
42460,53279,20931,23938,22000,306,0.919040855543487
42500,24044,22042,11396,9858,735,0.865040365040365
42540,563129,23215,281100,258879,1867,0.920949839914621
42580,197681,26012,94893,86739,719,0.914071638582403
42620,77007,20757,35589,32700,509,0.918823231897496
42660,3453748,34303,1910258,1728942,3434,0.905082978320206
42680,138203,24069,62148,53337,1600,0.858225526163352
42700,98734,19195,37423,31811,960,0.850038746225583
42740,42044,21245,20452,18855,870,0.921914727166047
42780,39620,21878,19903,18755,1542,0.942320253228157
42820,43572,16163,17552,14147,323,0.806005013673655
42860,74038,21807,32896,28581,634,0.868829036964981
42900,35306,25218,16174,15186,2646,0.938914306912329
42940,90218,21432,48344,43987,597,0.909875062055271
42980,42414,25146,21623,19419,703,0.898071497942006
43060,69676,21939,31726,29595,640,0.93283111643447
43100,115377,27478,63379,58941,2980,0.929976806197636
43140,97890,20627,46427,40035,898,0.862321493958257
43180,45060,20915,21012,18767,773,0.893156291642871
43220,60545,24640,26023,22217,1932,0.853744764247012
43260,29097,28285,15573,14972,1357,0.961407564374237
43300,120641,23840,58593,53280,1564,0.909323639342584
43320,107415,18434,41283,34201,879,0.828452389603469
43340,399407,24334,197363,177499,628,0.899352968894879
43380,49359,25521,24825,22709,1431,0.914763343403827
43420,131118,22777,56223,47333,1071,0.841879657791295
43460,39192,20163,19392,17941,640,0.925175330033003
43500,29602,19507,12843,11701,515,0.911079965740092
43540,27753,33860,18944,17805,1731,0.939875422297297
43580,143176,24424,76436,72199,1590,0.94456800460516
43620,229333,29738,132609,127096,2196,0.958426652791289
43660,16855,24763,7498,7182,1054,0.957855428114164
43700,63045,18528,27950,25391,671,0.908443649373882
43740,77638,21327,36414,33339,1085,0.915554457076948
43780,319197,23177,161047,143215,1282,0.889274559600614
43860,88314,26067,39693,34365,1320,0.865769783085179
43900,284540,22162,138038,123136,744,0.892044219707617
43940,24063,24137,13370,12785,1964,0.956245325355273
43980,16649,26453,9210,8579,1332,0.931487513572204
44020,16778,27473,9466,9037,1478,0.954679907035707
44060,470375,25828,238103,212801,2102,0.893735064236906
44100,210202,30213,113901,104946,2399,0.921379092369689
44140,694411,25254,360604,325690,3021,0.903179110603321
44180,437188,22171,222684,203943,1015,0.915840383682707
44220,138278,23284,66922,59394,1469,0.887510833507666
44260,47486,14470,23003,19791,873,0.860366039212277
44300,153758,21047,78070,73291,2307,0.938785705136416
44340,70360,17322,32672,29825,1076,0.912861165523996
44380,159614,25751,80250,71381,1075,0.889482866043614
44420,118598,25289,58060,54612,1036,0.94061315880124
44500,38192,20068,19938,18904,1604,0.948139231618016
44540,22541,20952,12294,11022,775,0.896534895070766
44580,58400,24425,29040,26570,2128,0.914944903581267
44600,123958,22063,57769,52273,679,0.904862469490557
44620,70027,23234,39282,36285,2579,0.923705513975867
44660,77125,16670,39991,37614,1032,0.940561626365932
44700,687036,23886,320348,269936,2273,0.842633635920936
44740,20215,24008,11129,10761,1209,0.966933237487645
44780,61314,23654,28661,24274,1384,0.846934859216357
44860,35088,21738,16686,15387,1390,0.922150305645451
44900,25905,19817,10542,9487,548,0.899924113071523
44940,107279,22066,50501,40943,624,0.810736421060969
44980,94441,22137,45303,41207,1121,0.909586561596362
45000,34628,21209,11640,10299,1408,0.88479381443299
45020,15104,19927,7349,6803,726,0.925704177439107
45060,661211,26884,333151,307297,3194,0.92239555036605
45140,47165,18973,20424,18595,522,0.910448491970231
45180,82194,18423,36850,31441,365,0.853215739484396
45220,368342,24892,193286,172151,1481,0.890654263630061
45260,12113,15786,4976,4003,199,0.804461414790997
45300,2793814,25692,1388566,1229909,1648,0.885740396927478
45340,32775,20033,16592,14231,692,0.857702507232401
45380,34805,24455,16622,15513,1357,0.933281193598845
45460,172316,21194,81609,74440,756,0.912154296707471
45500,135909,22096,62631,56657,993,0.904615925021156
45520,25113,21981,12024,10990,2008,0.914005322687957
45540,94240,23404,24248,21406,1838,0.882794457274827
45580,27061,19199,12089,10227,708,0.845975680370585
45620,44715,20122,17980,15665,1076,0.871245828698554
45640,162628,24441,82304,72955,948,0.886408923017107
45660,56630,22816,28649,25427,1174,0.887535341547698
45700,40430,19545,18260,16666,1072,0.912705366922234
45740,26003,19249,11768,10480,926,0.890550645819171
45780,651532,24004,338130,296461,2029,0.876766332475675
45820,233473,27191,121984,113128,1782,0.927400314795383
45860,189277,35018,108057,99771,4355,0.923318248702074
45900,143945,24250,74074,66624,1897,0.8994248994249
45940,366442,32336,196112,175918,6675,0.897028228767235
45980,32750,18658,15834,14244,319,0.899583175445244
46020,98521,27653,48012,42883,2901,0.893172540198284
46060,981048,24534,471912,419155,1703,0.888205851938497
46100,100174,20651,46686,41076,834,0.879835496722786
46140,936717,26078,474923,441401,1234,0.929415926371222
46180,136559,21655,64195,59236,709,0.922750993067996
46220,219071,20351,103369,93956,494,0.908937882730799
46260,21214,16140,9450,7859,332,0.831640211640212
46300,99262,22079,47094,43860,1123,0.931328831698305
46340,209691,23663,102604,94439,1616,0.920422205761959
46380,87577,21970,43131,38095,2065,0.8832394333542
46420,28804,19429,12926,10856,510,0.839857651245552
46460,38479,21189,17550,15459,581,0.880854700854701
46500,39982,25160,19930,17854,1472,0.895835423983944
46540,298811,25043,145207,133363,2584,0.918433684326513
46580,33033,,10228,7063,406,0.690555338287055
46620,26434,16402,11339,10101,910,0.890819296234236
46660,139886,20142,68718,57295,1049,0.833769900171716
46700,414209,31546,212113,181736,2654,0.856788598530029
46740,34228,18092,15488,12999,291,0.839294938016529
46780,28808,23948,14794,13340,1158,0.901716912261728
46820,13966,14311,7882,7289,1890,0.92476528799797
46860,32809,26971,15328,14211,1062,0.927126826722338
46900,13451,22079,5929,5654,998,0.953617810760668
46980,48419,23462,22331,20365,709,0.911960951144149
47020,115777,24295,57133,52510,1610,0.91908354191098
47080,36324,20250,15112,14088,608,0.93223928004235
47180,38392,21520,18558,17199,724,0.926770126091174
47220,156864,24677,73603,63675,4012,0.86511419371493
47260,1674571,29868,912065,766108,2151,0.83997083541195
47300,441877,19959,197285,169283,1373,0.858063208049269
47340,32804,20924,15990,14345,384,0.897123202001251
47380,234626,21327,113219,104749,1758,0.92518923502239
47420,22879,26375,12445,11936,1301,0.959100040176778
47460,58643,21983,27368,25699,2038,0.939016369482608
47500,38665,18397,16759,14239,520,0.849633032997195
47540,45934,27354,24075,22272,1393,0.925109034267913
47580,140699,29514,72882,62512,1249,0.857715210888834
47620,41613,23085,20506,19024,1381,0.927728469716181
47660,52964,22127,27560,22768,1099,0.826124818577649
47700,77328,25859,40837,36673,860,0.898033645958322
47780,31604,23841,14950,14272,827,0.954648829431438
47820,47542,20964,22030,19242,751,0.873445301861099
47900,5603696,42598,3238099,2976833,3683,0.919315005501685
47920,28931,21034,14503,12748,1368,0.878990553678549
47940,167568,25595,90530,84292,1784,0.931094664752016
47980,33159,25619,18138,17335,1462,0.955728305215569
48020,83751,26934,47282,43892,3308,0.928302525273889
48060,117011,25407,59647,45053,2151,0.755327174878871
48100,27347,16693,11616,10007,982,0.861484159779614
48140,134041,27688,74779,69248,2711,0.926035384265636
48180,54730,20102,22679,20391,783,0.899113717536047
48220,27583,21889,14219,13607,688,0.956958998523103
48300,110800,24144,54705,50057,2056,0.915035188739603
48460,40330,18834,17302,15891,637,0.918448734250376
48500,20633,17731,9169,7370,565,0.803795397535173
48540,147482,21407,70322,64681,707,0.91978328261426
48580,102310,25992,56011,51601,3538,0.921265465712092
48620,621281,27055,325246,296047,1605,0.910224875940058
48660,150681,23408,75473,64877,1548,0.859605421806474
48700,116447,22289,59627,54472,1840,0.913545876867862
48740,118046,28436,65344,58181,3257,0.89038014201763
48780,23287,32697,13271,13057,1470,0.983874613819607
48820,42150,25665,23297,21826,1544,0.936858823024424
48900,363648,25326,186513,165386,1269,0.886726394406824
48940,42161,23565,21500,18875,1367,0.877906976744186
48980,81020,21992,39466,34343,1132,0.870192064055136
49020,128518,27081,65983,61200,1179,0.927511631783944
49060,36259,21841,17358,15960,1270,0.919460767369513
49100,51481,21475,30434,28099,1587,0.923276598541105
49180,478029,25430,237805,214322,1334,0.901251024999474
49260,20232,26841,9800,9392,580,0.958367346938775
49300,114644,24359,58435,54529,1793,0.93315649867374
49340,799277,31288,434459,396075,3322,0.911651041870464
49380,21349,23194,11391,10722,1033,0.941269423228865
49420,242454,21193,110714,98620,1592,0.890763589067327
49460,22434,24961,11925,11432,1700,0.958658280922432
49500,106925,,34614,24475,344,0.707083838909112
49540,28220,15179,11086,8895,559,0.802363341151001
49620,434579,29089,234690,215573,2867,0.918543610720525
49660,564768,22522,267778,239984,1452,0.896205065389987
49700,166859,22259,77449,62783,1814,0.810636677039084
49740,196420,20769,81798,67662,958,0.827184038729553
49780,85996,20964,41522,37191,1344,0.89569384904388
