ZIP,CBSA,RES_RATIO,BUS_RATIO,OTH_RATIO,TOT_RATIO
01760,15764,1.000000000,1.000000000,1.000000000,1.000000000
01770,15764,1.000000000,1.000000000,1.000000000,1.000000000
01772,49340,1.000000000,1.000000000,1.000000000,1.000000000
01773,15764,1.000000000,1.000000000,1.000000000,1.000000000
01775,15764,1.000000000,1.000000000,1.000000000,1.000000000
01776,15764,1.000000000,1.000000000,1.000000000,1.000000000
01778,15764,1.000000000,1.000000000,1.000000000,1.000000000
01784,15764,0.000000000,0.000000000,1.000000000,1.000000000
01801,15764,1.000000000,1.000000000,1.000000000,1.000000000
01803,15764,1.000000000,1.000000000,1.000000000,1.000000000
01805,15764,0.000000000,0.000000000,1.000000000,1.000000000
01810,37764,1.000000000,0.997574287,1.000000000,0.999751969
01810,15764,0.000000000,0.002425713,0.000000000,0.000248031
01812,37764,0.000000000,0.000000000,1.000000000,1.000000000
01821,15764,1.000000000,1.000000000,1.000000000,1.000000000
01822,15764,1.000000000,1.000000000,1.000000000,1.000000000
01824,15764,1.000000000,1.000000000,1.000000000,1.000000000
01826,15764,1.000000000,0.998893805,1.000000000,0.999928739
01826,37764,0.000000000,0.001106195,0.000000000,0.000071261
01827,15764,1.000000000,1.000000000,1.000000000,1.000000000
01830,37764,1.000000000,1.000000000,1.000000000,1.000000000
01831,37764,1.000000000,1.000000000,1.000000000,1.000000000
